clusterName,clusterSize,f_score,PPV,AUC,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes
0,105,0.8115942028985508,0.9333333333333333,0.7666574342071856,216623,4,49,56,1,['MS4A1'],"['IGHM', 'MS4A1', 'PAX5', 'CD53', 'ARHGAP15', 'ITGA4', 'EBF1', 'COBLL1', 'ARHGAP24', 'RIPOR2']"
1,500,0.7773972602739725,0.9458333333333333,0.7269699396944023,216219,13,273,227,2,"['CD2', 'THEMIS']","['CD2', 'CD96', 'LCP1', 'CD44', 'THEMIS', 'ARHGAP15', 'ETS1', 'INPP4B']"
2,500,0.8333333333333333,0.9354838709677419,0.7899537533760036,216212,20,210,290,2,"['GNLY', 'NKG7']","['GNLY', 'NKG7', 'KLRF1', 'PTGDR', 'LCP1', 'ETS1', 'IQGAP2', 'MCTP2', 'BNC2', 'PDGFD']"
3,500,0.7611731843575418,0.9356223175965666,0.7179653150320027,216217,15,282,218,1,['FCN1'],"['FCN1', 'LCP1', 'CD44', 'ITGAX', 'ITGA4', 'S100A6', 'TCF7L2', 'ZEB2', 'RIPOR2', 'PLXDC2']"
4,500,0.7273391812865497,0.9170506912442397,0.6989583780384032,216214,18,301,199,2,"['HIF1A-AS3', 'SRGN']","['OLR1', 'HIF1A-AS3', 'SRGN', 'ITGAX', 'HSPA1B', 'HSPA1A', 'DOCK8', 'NR4A2', 'HIF1A', 'ARHGAP24']"
5,500,0.6982942430703625,0.7616279069767442,0.7618103888416146,216150,82,238,262,2,"['APBB1IP', 'TTR']","['LNCAROD', 'P2RY12', 'CSF1R', 'APBB1IP', 'TTR', 'DOCK8', 'ARHGAP15', 'APOE', 'ARHGAP24', 'PLXDC2']"
6,500,0.34090909090909094,0.3706896551724138,0.6284935994672389,216013,219,371,129,3,"['ITGAX', 'SCIN', 'LINC00278']","['OLR1', 'LNCAROD', 'ITGAX', 'APBB1IP', 'SCIN', 'LINC00278', 'APOE', 'MYO1E', 'NPL', 'ARHGAP24']"
7,500,0.23087071240105542,0.2211690363349131,0.6388600207184876,215739,493,360,140,3,"['OLR1', 'CX3CR1', 'LINC02712']","['OLR1', 'P2RY12', 'CX3CR1', 'LNCAROD', 'LINC02712', 'CSF1R', 'APBB1IP', 'DOCK8', 'HSPA1A', 'HSPA1B']"
8,500,0.5147058823529413,0.5658682634730539,0.6886647119760257,216087,145,311,189,3,"['CCDC26', 'LNCAROD', 'CX3CR1']","['CCDC26', 'LNCAROD', 'P2RY12', 'CX3CR1', 'CSF1R', 'LINC02712', 'APBB1IP', 'ARHGAP15', 'DOCK8', 'LINC02232']"
9,500,0.34163987138263663,0.3420523138832998,0.6692438676976581,215905,327,330,170,3,"['AIF1', 'CX3CR1', 'LINC02712']","['AIF1', 'P2RY12', 'CX3CR1', 'LNCAROD', 'LINC02712', 'APBB1IP', 'DOCK8', 'ARHGAP24', 'RPS24', 'TMSB10']"
10,500,0.1889736477115118,0.16552771450265755,0.7154587480113952,215133,1099,282,218,3,"['LNCAROD', 'P2RY12', 'DOCK8']","['LNCAROD', 'P2RY12', 'CX3CR1', 'CSF1R', 'APBB1IP', 'DOCK8', 'LINC02232', 'XACT', 'ARHGAP24', 'ITPR2']"
11,500,0.2610619469026549,0.2681818181818182,0.6172554293536572,215910,322,382,118,3,"['LINC02642', 'LINC02712', 'P2RY12']","['LINC02642', 'LINC02712', 'P2RY12', 'CX3CR1', 'CSF1R', 'LNCAROD', 'APBB1IP', 'DOCK8', 'ARHGAP24', 'ITPR2']"
12,500,0.7098765432098765,0.9246231155778895,0.6839653150320026,216217,15,316,184,2,"['MRC1', 'F13A1']","['MRC1', 'CD163', 'F13A1', 'CSF1R', 'RNASE1', 'IQGAP2', 'RBM47', 'COLEC12', 'MAF', 'ARHGAP24']"
13,73,0.6698564593301435,0.8235294117647058,0.6917669752740039,216653,6,45,28,1,['PLVAP'],"['PLVAP', 'FLT1', 'TSPAN12', 'ANO2', 'COL15A1', 'ETS1', 'NDRG1', 'TTR', 'EDNRB', 'PDGFD']"
14,500,0.6017505470459519,0.6626506024096386,0.7197410189056199,216120,112,280,220,2,"['SEMA3G', 'HERC2P3']","['SEMA3G', 'HERC2P3', 'ABCG2', 'ADGRF5', 'FLT1', 'MECOM', 'SLC2A1', 'ADGRL4', 'LAMA3', 'ATP10A']"
15,500,0.5370905587668593,0.565989847715736,0.7226045913648304,216061,171,277,223,3,"['HMCN1', 'ABCG2', 'MECOM']","['HMCN1', 'HERC2P3', 'ABCG2', 'ADGRF5', 'MECOM', 'FLT1', 'ITM2A', 'SLCO1A2', 'ATP10A', 'MYO10']"
16,500,0.5733618233618234,0.7123893805309734,0.6608496984720116,216167,65,339,161,2,"['TRPM6', 'MECOM']","['IL1R1', 'TRPM6', 'HERC2P3', 'ABCG2', 'MECOM', 'PLA2G4A', 'FLT1', 'LINC02147', 'ANO2', 'ADGRG6']"
17,101,0.5928853754940712,0.7894736842105263,0.6484963869071334,216623,8,71,30,2,"['IL1R1', 'SRGN']","['ICAM1', 'IL1R1', 'CCN1', 'ID3', 'SRGN', 'ANO2', 'ITM2A', 'NDRG1', 'ADGRG6', 'BNC2']"
18,451,0.690909090909091,0.8225108225108225,0.7105482314207504,216240,41,261,190,2,"['MGP', 'MECOM']","['MGP', 'SEMA3G', 'FBLN5', 'MECOM', 'FLT1', 'SRGN', 'HSPA1B', 'HSPA1A', 'DKK2', 'ROR1']"
19,229,0.42461005199306756,0.5632183908045977,0.6068991409641307,216465,38,180,49,2,"['ACTA2', 'MECOM']","['TAGLN', 'ACTA2', 'CARMN', 'FHL5', 'MECOM', 'APOE', 'SLIT3', 'ZFHX3', 'PRKG1', 'INPP4B']"
20,500,0.7009925558312655,0.8129496402877698,0.7258797587776092,216180,52,274,226,2,"['ACTA2', 'TAGLN']","['ACTA2', 'TAGLN', 'MYH11', 'CARMN', 'MYOCD', 'NIBAN1', 'FHL5', 'PDE3A', 'ITGA8', 'ZFHX3']"
21,500,0.48640167364016723,0.5269121813031161,0.6856138406896296,216065,167,314,186,2,"['NDUFA4L2', 'RERGL']","['NDUFA4L2', 'RERGL', 'SLC6A12', 'CARMN', 'SLC19A1', 'RGS5_ENSG00000143248', 'DCN', 'IGFBP7', 'COLEC12', 'LAMA2']"
22,500,0.6019417475728155,0.6358974358974359,0.7476716489696252,216090,142,252,248,2,"['CARMN', 'SLC19A1']","['NDUFA4L2', 'SLC6A12', 'CARMN', 'LINC02147', 'SLC19A1', 'RGS5_ENSG00000143248', 'COLEC12', 'LAMA2', 'MYO1B', 'TRPC3']"
23,84,0.22058823529411764,0.2553191489361702,0.5713477952386228,216613,35,72,12,3,"['ASPN', 'SLC6A12', 'SLC6A13']","['ASPN', 'SLC6A12', 'SLC6A13', 'SLC19A1', 'DCN', 'COLEC12', 'LAMA2', 'TRPC3', 'PTPRK', 'GPC5']"
24,279,0.35279805352798044,0.8787878787878788,0.5519620862836994,216449,4,250,29,2,"['C7', 'BMP5']","['MGP', 'C7', 'COL15A1', 'BMP5', 'APOD', 'ABCA8', 'CP', 'TTR', 'DCN', 'LAMA2']"
25,500,0.3941441441441441,0.438871473354232,0.6395860927152318,216053,179,360,140,2,"['LTBP2', 'TBX18']","['LTBP2', 'FMO2', 'TBX18', 'COL1A2', 'BMP5', 'APOD', 'DCN', 'LAMA2', 'CEMIP', 'ADAMTS12']"
26,500,0.38175675675675663,0.46122448979591835,0.6126947722816234,216100,132,387,113,2,"['SLC6A20', 'COL15A1']","['FMO2', 'SLC6A20', 'TBX18', 'COL1A2', 'COL15A1', 'SLC16A12', 'FBLN1', 'DCN', 'SLC7A11', 'LAMA2']"
27,500,0.3890423572744015,0.4043062200956938,0.6684242295312443,215983,249,331,169,3,"['FMO2', 'LINC02147', 'ABCA8']","['FMO2', 'TBX18', 'COL15A1', 'LINC02147', 'COL1A2', 'ABCA8', 'PRRX1', 'COLEC12', 'APOD', 'DCN']"
28,500,0.3356481481481481,0.3493975903614458,0.6443756705760479,215962,270,355,145,3,"['C7', 'FBLN2', 'COL1A2']","['ASPN', 'C7', 'FMO2', 'FBLN2', 'TBX18', 'COL1A2', 'COL15A1', 'APOD', 'FBLN1', 'ABCA8']"
29,63,0.7096774193548385,0.9565217391304348,0.6746008669357187,216668,1,41,22,3,"['SLC2A1', 'EBF2', 'BMPR1B']","['SLC2A1', 'EBF2', 'BNC2', 'EYA2', 'BMPR1B', 'S100A6', 'GAB1', 'TSHZ2', 'CASC15', 'GPC6']"
30,283,0.6222222222222221,0.8571428571428571,0.6483775538111811,216435,14,199,84,2,"['SLC5A5', 'RP11-354K4.2']","['PRDM6', 'SLC6A20', 'SLC6A13', 'SLC5A5', 'SLC13A4', 'RP11-354K4.2', 'BNC2', 'SLC7A11', 'CEMIP', 'PHLDB2']"
31,500,0.7681940700808627,0.926829268292683,0.7279583780384032,216214,18,272,228,2,"['PTGDR', 'BNC2']","['PTGDR', 'SLC26A2', 'SPTLC3', 'BMP5', 'BNC2', 'NTN1', 'EYA2', 'PHLDB2', 'CEMIP', 'SLC47A1']"
32,500,0.7894736842105263,0.8700906344410876,0.7879005697584076,216189,43,212,288,2,"['MROH9', 'RP1-45C12.1']","['MROH9', 'VCAN-AS1', 'RP11-38B6.1', 'RP1-45C12.1', 'PDGFRA', 'RP11-164H16.3', 'RP11-517I3.1', 'RP4-668E10.4', 'RP11-197H3.1', 'BCAS1']"
33,500,0.26346604215456676,0.24691358024691357,0.6787305301712975,215683,549,320,180,3,"['RP1-45C12.1', 'OLIG1', 'APOD']","['RP1-45C12.1', 'PDGFRA', 'OLIG1', 'APOD', 'BCAS1', 'VCAN', 'PTPRZ1', 'SEMA3E', 'LHFPL3', 'CTNNA3']"
34,500,0.26271753681392235,0.25241157556270094,0.6559247659920826,215767,465,343,157,3,"['RP4-668E10.4', 'OLIG1', 'RP11-197H3.1']","['LINC02328', 'RP1-45C12.1', 'PDGFRA', 'RP4-668E10.4', 'OLIG1', 'RP11-197H3.1', 'BCAS1', 'SMOC1', 'VCAN', 'DISC1']"
35,500,0.36042944785276076,0.3567362428842505,0.6872161197232601,215893,339,312,188,3,"['RP4-668E10.4', 'OLIG1', 'MIR3681HG']","['LINC02328', 'PDGFRA', 'RP4-668E10.4', 'OLIG1', 'BCAS1', 'MIR3681HG', 'PTPRZ1', 'GPC5', 'NELL1', 'SGCZ']"
36,500,0.6752873563218389,0.8430493273542601,0.6879190684080061,216197,35,312,188,2,"['RP4-668E10.4', 'LINC01608']","['RP1-45C12.1', 'PDGFRA', 'RP4-668E10.4', 'OPALIN', 'LINC01608', 'OLIG1', 'AC084149.2', 'MOBP', 'PLP1', 'ST18']"
37,500,0.6654929577464789,0.8217391304347826,0.6889051944208072,216191,41,311,189,3,"['GPR17', 'BCAS1', 'PRRX1']","['GPR17', 'RP11-164H16.3', 'BCAS1', 'OLIG1', 'PLP1', 'PRRX1', 'SMOC1', 'ABTB2', 'SOX6', 'SEMA5A']"
38,500,0.7195481335952849,0.7630208333333334,0.792789577860816,216141,91,207,293,2,"['RP11-89N17.4', 'BCAS1']","['RP11-89N17.4', 'GPR17', 'RP11-164H16.3', 'ADAM33', 'BCAS1', 'SMOC1', 'PLP1', 'CDK18', 'VCAN', 'SOX6']"
39,178,0.4294478527607362,0.7567567567567568,0.5786309053568702,216545,9,150,28,2,"['CTD-2545M3.8', 'TF']","['CTD-2545M3.8', 'MAG', 'OPALIN', 'MOBP', 'TF', 'PLP1', 'LPAR1', 'GOLIM4', 'ITPR2', 'PIP5K1B']"
40,500,0.19558214450069028,0.166015625,0.8360505383107035,214524,1708,160,340,3,"['OPALIN', 'PLP1', 'ERBB4']","['OPALIN', 'MOBP', 'PLP1', 'HHIP', 'ERBB4', 'LUZP2', 'SGCZ', 'FCHSD2', 'CNTN1']"
41,500,0.08468717594192882,0.0708092485549133,0.6900526841540566,213660,2572,304,196,2,"['OPALIN', 'AC084149.2']","['OPALIN', 'LINC01608', 'CNDP1', 'AC084149.2', 'MOBP', 'PLP1', 'ST18', 'RNF220', 'CTNNA3', 'NEAT1']"
42,500,0.25704225352112675,0.24957264957264957,0.6449848866032779,215793,439,354,146,3,"['LINC01608', 'CNDP1', 'NTNG1']","['LINC01608', 'CNDP1', 'MOBP', 'PLP1', 'ST18', 'NTNG1', 'GRIK1', 'CNTN5', 'NKAIN2', 'CNTNAP2']"
43,417,0.11043700824722726,0.09198578760363206,0.7740601776951644,214015,2300,184,233,2,"['SLC5A11', 'MOBP']","['SLC5A11', 'RP1-223B1.1', 'AC084149.2', 'MOBP', 'TF', 'PLP1', 'LINC00609', 'ST18', 'RNF220', 'CTNNA3']"
44,500,0.22626112759643918,0.20654627539503387,0.6813744311665249,215529,703,317,183,5,"['SLC5A11', 'ANLN', 'CARNS1', 'TF', 'MOBP']","['SLC5A11', 'ANLN', 'CARNS1', 'AC084149.2', 'TF', 'MOBP', 'LRP2', 'PLP1', 'S100B', 'LINC00609']"
45,500,0.23277467411545621,0.24271844660194175,0.5992785526656554,215920,312,400,100,4,"['SLC5A11', 'OPALIN', 'MOBP', 'CERCAM']","['SLC5A11', 'LINC01608', 'OPALIN', 'AC084149.2', 'MOBP', 'CERCAM', 'TF', 'PLP1', 'ST18', 'LINC00609']"
46,500,0.17626827171109202,0.1579961464354528,0.6619790225313553,215358,874,336,164,3,"['LINC01608', 'RNASE1', 'CNDP1']","['LINC01608', 'OPALIN', 'RNASE1', 'CNDP1', 'AC084149.2', 'MOBP', 'CRYAB', 'PLP1', 'ST18', 'CTNNA3']"
47,500,0.14685792349726776,0.1245774987928537,0.7538077435347219,214419,1813,242,258,3,"['OPALIN', 'LINC01608', 'PLP1']","['OPALIN', 'LINC01608', 'CNDP1', 'MOBP', 'PLP1', 'ST18', 'LAMA2', 'CTNNA3', 'NEAT1', 'SLC24A2']"
48,500,0.6759259259259258,0.7821428571428571,0.7188589477968108,216171,61,281,219,2,"['RP11-38B6.1', 'OPALIN']","['RP11-38B6.1', 'LANCL1-AS1', 'RP11-517I3.1', 'LINC01608', 'OPALIN', 'CNDP1', 'SPATA22', 'PLP1', 'KCNH8', 'ENO4']"
49,500,0.41883116883116883,0.49615384615384617,0.6286970846128233,216101,131,371,129,5,"['SLC5A11', 'CARNS1', 'AC084149.2', 'TF', 'CRYAB']","['SLC5A11', 'CARNS1', 'AC084149.2', 'MOBP', 'TF', 'CRYAB', 'S100B', 'LINC00609', 'CDK18', 'LGALS1']"
50,500,0.8675166297117516,0.9601226993865031,0.8129699396944022,216219,13,187,313,2,"['PTCSC3', 'SLC5A11']","['PTCSC3', 'LANCL1-AS1', 'RP11-38B6.1', 'SLC5A11', 'RP11-116N8.1', 'ANLN', 'RP1-223B1.1', 'AC084149.2', 'SLCO1A2', 'MOBP']"
51,500,0.8806209850107065,0.9619883040935673,0.8289699396944022,216219,13,171,329,2,"['LINC01727', 'LAMA2']","['PAX3', 'LINC01727', 'RP11-460M2.1', 'LINC02552', 'LAMA2', 'RP11-649A16.1', 'AC064875.2', 'PCSK6', 'FGFR2', 'ADAMTSL1']"
52,500,0.49010791366906475,0.7124183006535948,0.6088982574272078,216188,44,391,109,2,"['LINC01727', 'COL5A3']","['LINC01727', 'F11-AS1', 'ZNF98', 'LINC00499', 'FGFR3', 'COL5A3', 'OBI1-AS1', 'HPSE2', 'WIF1', 'ARHGAP24']"
53,500,0.4132443531827516,0.4447513812154696,0.6605352214288358,216031,201,339,161,2,"['GLI3', 'COL5A3']","['LINC00499', 'ETNPPL', 'GLI3', 'COL5A3', 'PRDM16', 'OBI1-AS1', 'WIF1', 'RP11-134O15.3', 'PREX2', 'GPC5']"
54,500,0.22321428571428573,0.2267818574514039,0.6041721854304636,215874,358,395,105,4,"['F11-AS1', 'ETNPPL', 'GLI3', 'OBI1-AS1']","['F11-AS1', 'LINC00499', 'ETNPPL', 'GLI3', 'FGFR3', 'OBI1-AS1', 'PAMR1', 'RP11-317N12.1', 'CSGALNACT1', 'GPC5']"
55,500,0.47752808988764045,0.7183098591549296,0.6019075067520071,216192,40,398,102,3,"['FGFR3', 'HPSE2', 'WIF1']","['ETNPPL', 'FGFR3', 'OBI1-AS1', 'APOE', 'HPSE2', 'WIF1', 'ABCA1', 'GPC5', 'SPARCL1', 'GRM3']"
56,500,0.09486780715396578,0.07896440129449839,0.7374191054053054,213386,2846,256,244,3,"['TNC', 'OBI1-AS1', 'GPC5']","['TNC', 'GFAP', 'FGFR3', 'OBI1-AS1', 'GPC5', 'NEAT1', 'CNTN5', 'SLC8A1', 'CNTNAP2', 'DLGAP1']"
57,500,0.34149484536082475,0.40304182509505704,0.6056369640016278,216075,157,394,106,5,"['TNC', 'FGFR3', 'OBI1-AS1', 'RP11-134O15.3', 'LINC00609']","['TNC', 'FGFR3', 'GFAP', 'OBI1-AS1', 'RP11-134O15.3', 'LINC00609', 'ARHGAP24', 'GPC5', 'ST6GALNAC3', 'PRKG1']"
58,500,0.3069053708439898,0.3609022556390977,0.5956069036960301,216062,170,404,96,3,"['ID3', 'LINC00499', 'FGFR3']","['ID3', 'LINC00499', 'GFAP', 'FGFR3', 'OBI1-AS1', 'LRIG1', 'DPP10-AS3', 'SPARCL1', 'AL163953.3', 'TRPM3']"
59,500,0.5172413793103449,0.6190476190476191,0.655778016204817,216136,96,344,156,4,"['LGR6', 'ITPRID1', 'OBI1-AS1', 'HPSE2']","['LGR6', 'ITPRID1', 'FGFR3', 'OBI1-AS1', 'HPSE2', 'SLC6A11', 'COL5A3', 'GPC5', 'VAV3', 'TRPM3']"
60,500,0.23268398268398272,0.22711267605633803,0.627984886603278,215793,439,371,129,4,"['TNC', 'LINC00499', 'EDNRB', 'APOE']","['TNC', 'LINC00499', 'ETNPPL', 'EDNRB', 'OBI1-AS1', 'APOE', 'HPSE2', 'SLC6A11', 'LINC01088', 'GPC5']"
61,500,0.33571428571428574,0.4177777777777778,0.5936970846128232,216101,131,406,94,3,"['AQP1', 'RP11-259K15.2', 'GFAP']","['AQP1', 'RP11-259K15.2', 'CD44', 'TNC', 'ID3', 'GFAP', 'LINC00836', 'OBI1-AS1', 'LINC00609', 'APOE']"
62,500,0.25756143667296794,0.2698019801980198,0.6083178622960524,215937,295,391,109,3,"['TNC', 'LINC00836', 'APOE']","['CPAMD8', 'TNC', 'GFAP', 'ETNPPL', 'LINC00836', 'APOE', 'OBI1-AS1', 'HSPA1B', 'HSPA1A', 'HPSE2']"
63,500,0.2770083102493075,0.3389830508474576,0.5796392763328276,216076,156,420,80,2,"['GFAP', 'CRYAB']","['CD44', 'GFAP', 'OBI1-AS1', 'CRYAB', 'LINC01088', 'ERBB4', 'LUZP2', 'CTNNA3', 'NRXN3', 'CNTN1']"
64,500,0.8278795811518325,0.9844357976653697,0.7529907506752007,216228,4,247,253,2,"['RP11-297I23.1', 'RP11-517I3.1']","['NAA11', 'RP11-297I23.1', 'RP11-517I3.1', 'PTCSC3', 'CD44', 'VCAN-AS1', 'ABI3BP', 'RP11-436K8.1', 'LINC00836', 'GFAP']"
65,88,0.4427083333333333,0.6538461538461539,0.5965701376871314,216635,9,71,17,3,"['DTHD1', 'TNC', 'FGFR3']","['CAPS', 'DTHD1', 'TNC', 'OR2B4P', 'FGFR3', 'OBI1-AS1', 'HPSE2', 'LINC01088', 'APOE', 'TTC6']"
66,445,0.2304032056098172,0.20744081172491544,0.7051164175689781,215584,703,261,184,2,"['AC018717.1', 'NTS']","['CAPS', 'AC018717.1', 'DTHD1', 'AC005281.1', 'NTS', 'OR2B4P', 'TTR', 'RP11-649A16.1', 'MEIS1', 'CFAP299']"
67,500,0.3925304878048781,0.3879472693032015,0.7052484923600576,215907,325,294,206,3,"['ADGRD2', 'DTHD1', 'OBI1-AS1']","['ADGRD2', 'CAPS', 'AC018717.1', 'DTHD1', 'OR2B4P', 'OBI1-AS1', 'CD36', 'AC026188.1', 'CFAP299', 'FOXP2']"
68,459,0.5066250974279034,0.6310679611650486,0.641436496579955,216197,76,329,130,3,"['CRIP1', 'CAPS', 'OR2B4P']","['CRIP1', 'C1orf194', 'CAPS', 'AC005281.1', 'DTHD1', 'OR2B4P', 'NTS', 'HSPA1B', 'HSPA1A', 'PRDX5']"
69,500,0.4006410256410256,0.4156769596199525,0.6744311665248438,215986,246,325,175,3,"['CAPS', 'AC018717.1', 'RP11-624A4.2']","['CCN1', 'CAPS', 'AC005281.1', 'AC018717.1', 'DTHD1', 'RP11-624A4.2', 'OR2B4P', 'NTS', 'HSPA1B', 'CP']"
70,310,0.23326572008113589,0.27218934911242604,0.573909381343081,216299,123,264,46,3,"['TRDN', 'GRAMD2A', 'OR2B4P']","['MGC4859', 'TRDN', 'AC018717.1', 'GRAMD2A', 'OR2B4P', 'DTHD1', 'CD36', 'HPSE2', 'LINC02055', 'RP11-649A16.1']"
71,476,0.5294585987261147,0.6820512820512821,0.6395625337290879,216194,62,343,133,2,"['SGMS2', 'DTHD1']","['POU2AF1', 'AC005281.1', 'SGMS2', 'DTHD1', 'OR2B4P', 'ABI3BP', 'LMNTD1', 'LINC00609', 'HPSE2', 'TTC6']"
72,500,0.22300469483568075,0.22178988326848248,0.613075067520071,215832,400,386,114,3,"['MGC4859', 'RP11-624A4.2', 'OR2B4P']","['MGC4859', 'AC018717.1', 'DTHD1', 'RP11-624A4.2', 'OR2B4P', 'CAPS', 'LMNTD1', 'LINC00609', 'LINC01088', 'LINC02055']"
73,500,0.4033430232558139,0.5068493150684932,0.6107502682304191,216124,108,389,111,3,"['RP11-624A4.2', 'AC018717.1', 'AC007682.1']","['RP11-624A4.2', 'AC018717.1', 'MGC4859', 'DTHD1', 'AC007682.1', 'OR2B4P', 'CAPS', 'LMNTD1', 'LINC00609', 'AGBL1']"
74,500,0.696064139941691,0.8761467889908257,0.6909375670576049,216205,27,309,191,2,"['DTHD1', 'TTR']","['AC018717.1', 'DTHD1', 'OR2B4P', 'LMNTD1', 'TTR', 'RP11-134O15.3', 'TTC6', 'RP11-649A16.1', 'CFAP299', 'ZIC1']"
75,70,0.4710144927536232,0.7647058823529411,0.5928479118890913,216658,4,57,13,2,"['FOLR1', 'C1QTNF5']","['FOLR1', 'RP11-690J15.1', 'C1QTNF5', 'ABCA4', 'SLC13A4', 'SERPINF1', 'TTR', 'FBLN1', 'RBM47', 'SFRP1']"
76,101,0.45945945945945954,0.8095238095238095,0.5841491835525766,216627,4,84,17,4,"['RP11-690J15.1', 'PLP1', 'OTX2-AS1', 'ST18']","['RP11-690J15.1', 'C1QTNF5', 'TTR', 'PLP1', 'OTX2-AS1', 'ST18', 'CTNNA3', 'SLC24A2']"
77,500,0.3153846153846154,0.41,0.5817271449184209,216114,118,418,82,3,"['FOLR1', 'RP11-690J15.1', 'SERPINF1']","['FOLR1', 'ABCA4', 'TRPV4', 'RP11-690J15.1', 'SLC13A4', 'SERPINF1', 'RBM47', 'TTR', 'OTX2-AS1', 'PRLR']"
78,500,0.32568565400843885,0.3001215066828676,0.7456680972289023,215656,576,253,247,3,"['POU2AF1', 'CRYBG1', 'RP11-729M20.1']","['POU2AF1', 'CRYBG1', 'RP11-729M20.1', 'TRPV4', 'ABCA4', 'SLC5A5', 'RP11-690J15.1', 'SLC13A4', 'RP11-167H9.4', 'PRDM16']"
79,383,0.2393000210837023,0.20825688073394497,0.7943501848689575,215486,863,156,227,3,"['POU2AF1', 'TRPV4', 'ABCA4']","['POU2AF1', 'RP11-729M20.1', 'TRPV4', 'ABCA4', 'RP11-690J15.1', 'SLC5A5', 'SLC13A4', 'RP11-167H9.4', 'PRDM16', 'ROR2']"
80,500,0.4718959731543625,0.47770700636942676,0.7244311665248437,215986,246,275,225,2,"['HS3ST3A1', 'RP11-690J15.1']","['HS3ST3A1', 'CRYBG1', 'ABCA4', 'TRPV4', 'SLC5A5', 'RP11-690J15.1', 'SLC13A4', 'RP11-167H9.4', 'ROR2', 'RBM47']"
81,500,0.3113266583229036,0.2952522255192878,0.6979016426800845,215757,475,301,199,2,"['HPD', 'C1QTNF5']","['HPD', 'TRPV4', 'ABCA4', 'SLC5A5', 'RP11-690J15.1', 'C1QTNF5', 'SLC13A4', 'ROR2', 'PLEKHG4B', 'RBM47']"
82,171,0.43175487465181056,0.6595744680851063,0.5906063337609914,216545,16,140,31,2,"['GPNMB', 'TTR']","['GPNMB', 'TRPV4', 'RP11-690J15.1', 'RBM47', 'TTR', 'LINC00276', 'PRSS12', 'CHRNA7', 'NEAT1', 'RFTN1']"
83,476,0.7401315789473684,0.8620689655172413,0.7362613031303081,216220,36,251,225,1,['RP11-34C15.2'],"['RP11-34C15.2', 'TSPAN12', 'RP11-421N8.3', 'ERG', 'ITGA6', 'SULF1', 'RXFP1', 'ADAMTSL1', 'LINC01811', 'SEMA3E']"
84,500,0.5373303167420815,0.9895833333333334,0.5949976876688001,216231,1,405,95,3,"['SLC9C1', 'POSTN', 'NPSR1-AS1']","['SLC9C1', 'ABCA12', 'TMEM244', 'POSTN', 'NPSR1-AS1', 'MIR3681HG', 'COL12A1', 'RP4-678D15.1', 'STAC', 'COL24A1']"
85,500,0.5516194331983807,0.8934426229508197,0.6089699396944023,216219,13,391,109,3,"['TACR3', 'SGO1-AS1', 'FER1L6-AS2']","['TACR3', 'RP11-421N8.3', 'ABI3BP', 'SGO1-AS1', 'FER1L6-AS2', 'LINC01821', 'LINC02232', 'COL12A1', 'SEMA3C', 'ITGA8']"
86,500,0.44719827586206895,0.4896755162241888,0.6655999667024308,216059,173,334,166,4,"['IFNG-AS1', 'PLPP3', 'ADRA1A', 'PTPRT']","['IFNG-AS1', 'PLPP3', 'ROBO3', 'SGO1-AS1', 'ADRA1A', 'PTPRT', 'SORCS1', 'GPC6', 'GABRG3', 'SGCD']"
87,500,0.32945736434108525,0.3893129770992366,0.6016300270080284,216072,160,398,102,4,"['SLC9C1', 'NPSR1', 'RP11-421N8.3', 'COL9A1']","['SLC9C1', 'IFNG-AS1', 'NPSR1', 'RP11-421N8.3', 'NPSR1-AS1', 'COL9A1', 'PTGER3', 'SGO1-AS1', 'COL12A1', 'ITGA8']"
88,500,0.41005291005291006,0.4901185770750988,0.6237017092752228,216103,129,376,124,4,"['IFNG-AS1', 'NPSR1', 'RP11-421N8.3', 'CD36']","['IFNG-AS1', 'NPSR1', 'RP11-421N8.3', 'NPSR1-AS1', 'CD36', 'COL12A1', 'SPON1', 'GPC5', 'GPC6', 'ZMAT4']"
89,500,0.5046583850931677,0.6598984771573604,0.629845073809612,216165,67,370,130,3,"['AE000661.37', 'NPSR1-AS1', 'RP11-66G15.1']","['AE000661.37', 'NPSR1-AS1', 'CD36', 'MIR3681HG', 'COL12A1', 'RP11-66G15.1', 'NXPH2', 'ST8SIA6', 'ITGA8', 'GPC5']"
90,500,0.4537037037037037,0.6758620689655173,0.5978913204336083,216185,47,402,98,3,"['AE000661.37', 'IFNG-AS1', 'CTB-57H20.1']","['AE000661.37', 'AC010091.1', 'IFNG-AS1', 'NPSR1-AS1', 'SMIM43', 'CTB-57H20.1', 'ITGA8', 'CTC-340A15.2', 'NELL1', 'PCDH7']"
91,500,0.2933282208588957,0.2903225806451613,0.6521351881312665,215858,374,347,153,4,"['CD200R1L', 'TRIM22', 'CTC-535M15.2', 'CTC-340A15.2']","['CD200R1L', 'AC010091.1', 'TRIM22', 'NPSR1-AS1', 'CTC-535M15.2', 'CTC-340A15.2', 'ADAMTSL1', 'ITGA8', 'PCDH15', 'CDH12']"
92,500,0.3708791208791209,0.5472972972972973,0.5808450738096119,216165,67,419,81,3,"['FSHR', 'RP11-286O1.1', 'CTB-57H20.1']","['FSHR', 'SPATA22', 'RP11-286O1.1', 'LINC02008', 'CTB-57H20.1', 'RP11-191L9.4', 'HTR2C', 'SDK1', 'SGCZ', 'CNTN3']"
