clusterName,clusterSize,f_score,PPV,AUC,TN,FP,FN,TP,marker_count,NSForest_markers,binary_genes
332,500,0.3832236842105263,0.3669291338582677,0.7320704428576714,215830,402,267,233,4,"['SIM1', 'FRMPD2', 'ONECUT2', 'MYO1B']","['FOXB1', 'SIM1', 'CRHBP', 'FRMPD2', 'ONECUT2', 'MYO1B', 'PLCH1', 'SEMA6D', 'CA10', 'LHFPL3']"
333,500,0.5555555555555556,0.8818897637795275,0.6119653150320027,216217,15,388,112,3,"['SIM1', 'CD36', 'LTBP1']","['SIM1', 'LINC01630', 'RP3-401D24.1', 'TAC3', 'CD36', 'LTBP1', 'PLCH1', 'CCBE1', 'ADARB2', 'NELL1']"
334,500,0.8072916666666667,0.9087947882736156,0.778935254726405,216204,28,221,279,2,"['GNG8', 'POU4F1']","['GNG8', 'LINC01307', 'GPR151', 'F13A1', 'POU4F1', 'SLC5A7', 'RP11-321P16.3', 'CTC-535M15.2', 'CTC-340A15.2', 'NWD2']"
335,500,0.7890855457227139,1.0,0.714,216232,0,286,214,2,"['HSPD1P8', 'AC003099.2']","['HSPD1P8', 'AC003099.2', 'POU4F1', 'HOXD3', 'RP11-154H17.1', 'C1QL1', 'ABTB2', 'CRH', 'GPR88', 'EYA4']"
336,500,0.7729805013927576,0.9487179487179487,0.7219722520256021,216220,12,278,222,2,"['FAM83B', 'ONECUT1']","['NKX6-1', 'FAM83B', 'LINC00261', 'ASAH2', 'ONECUT1', 'RP11-221G19.1', 'SIM1', 'C1QL1', 'RP11-437L7.2', 'CHRNA2']"
337,193,0.8007448789571694,1.0,0.7227979274611399,216539,0,107,86,3,"['ONECUT1', 'C5orf64', 'TAFA4']","['ASAH2', 'ONECUT1', 'C5orf64', 'KANK4', 'GFRA1', 'TAFA4', 'ARX', 'PLCH1', 'PDGFC', 'FOXP2']"
338,350,0.7569296375266524,0.9659863945578231,0.7028455892158972,216377,5,208,142,3,"['HOXD3', 'FSHR', 'RP11-354K4.2']","['LINC02058', 'HOXD3', 'FSHR', 'PPP1R1C', 'RP11-354K4.2', 'HOXB3', 'RP11-491F9.1', 'TTR', 'LINC01798', 'IGFBP7']"
339,489,0.43952412425644416,0.51953125,0.635707417771231,216120,123,356,133,3,"['SLC6A5', 'LINC01798', 'MEIS1']","['SLC6A5', 'GLRA1', 'LINC01798', 'TPBG', 'MEIS1', 'LAMP5', 'NEAT1', 'MEIS2', 'NXPH1', 'NKAIN2']"
340,500,0.5721153846153846,0.8814814814814815,0.6189630027008028,216216,16,381,119,3,"['ONECUT1', 'LHX9', 'LINC01798']","['PRDM6', 'ONECUT1', 'LHX9', 'LINC01798', 'C1QL1', 'MEIS1', 'ONECUT2', 'EBF1', 'ADAMTS9-AS2', 'FOXP2']"
341,342,0.6612529002320185,0.8769230769230769,0.6666296963815332,216374,16,228,114,3,"['LINC01036', 'EBF2', 'EBF3']","['RP11-8L2.1', 'RP11-17E2.2', 'LINC01036', 'EBF2', 'EBF3', 'LINC01798', 'EBF1', 'ARSJ', 'PVALB', 'LINC01811']"
342,500,0.8288770053475935,0.9959839357429718,0.7479976876688,216231,1,252,248,2,"['LINC01036', 'LINC02306']","['LTBP2', 'ASAH2', 'LINC01036', 'DIAPH3', 'LINC02306', 'KANK4', 'RP11-154H17.1', 'RP11-491F9.1', 'EYA2', 'CHRNA2']"
343,500,0.6290584415584415,0.8469945355191257,0.654935254726405,216204,28,345,155,3,"['CASZ1', 'EBF2', 'HOXB3']","['DRGX', 'CASZ1', 'EBF2', 'LMX1B', 'HOXB3', 'EBF3', 'LINC01798', 'CALB1', 'KCNH8', 'EBF1']"
344,500,0.6087360594795539,0.9097222222222222,0.6309699396944023,216219,13,369,131,3,"['AC067959.1', 'EBF3', 'DOCK8']","['TACR3', 'AC067959.1', 'LMX1B', 'EBF3', 'DOCK8', 'SYT10', 'EBF1', 'PREX2', 'CPNE8', 'LRRC4C']"
345,500,0.46992481203007513,0.5474452554744526,0.6497132709312221,216108,124,350,150,3,"['LMX1B', 'RP11-221G19.1', 'HOXB3']","['DRGX', 'LMX1B', 'RP11-221G19.1', 'HOXB3', 'EBF2', 'EBF3', 'SST', 'TSPAN18', 'EBF1', 'TSHZ3']"
346,500,0.7095709570957095,0.9662921348314607,0.671986126012801,216226,6,328,172,2,"['ITGA11', 'LMX1B']","['HOXD3', 'ITGA11', 'LMX1B', 'HOXB3', 'EBF3', 'OBI1-AS1', 'FBN2', 'GFRA1', 'PROX1-AS1_ENSG00000230461', 'LINC01885']"
347,500,0.5585683297180044,0.6130952380952381,0.7056993969440231,216102,130,294,206,3,"['PAX2', 'HOXB3', 'EBF3']","['PAX2', 'HOXB3', 'EBF3', 'PNOC', 'NPPC', 'SHISA8', 'RP11-640F22.1', 'EBF1', 'PLCH1', 'HS3ST5']"
348,500,0.53156146179402,0.7272727272727273,0.6278890081024086,216184,48,372,128,2,"['HOXD3', 'SALL3']","['HOXD3', 'SALL3', 'PAX2', 'HOXB3', 'GLRA1', 'NPPC', 'LHX1', 'LHX1-DT', 'FAT4', 'RP11-640F22.1']"
349,500,0.44413919413919406,0.6554054054054054,0.596882071108809,216181,51,403,97,3,"['HOXD3', 'AC079135.1', 'TSPAN18']","['HOXD3', 'PAX2', 'SLC6A5', 'HOXB3', 'AC079135.1', 'TSPAN18', 'NXPH1', 'BRINP3', 'ZEB2', 'ATRNL1']"
350,500,0.4719917012448132,0.7844827586206896,0.5909421917200044,216207,25,409,91,4,"['SLC6A5', 'TTR', 'ADAMTSL1', 'HTR2C']","['SLC6A5', 'HOXB3', 'TTR', 'CTD-2058B24.2', 'ADAMTSL1', 'HTR2C', 'MEIS2', 'ADARB2', 'PCDH15', 'ZEB2']"
351,500,0.7796391752577319,0.9201520912547528,0.7419514410448037,216211,21,258,242,2,"['LINC00261', 'OTX2-AS1']","['LINC00261', 'EMX2', 'EMX2OS', 'NDNF', 'GATA3', 'OTX2-AS1', 'OTX2', 'STAC', 'PROX1', 'ITGA8']"
352,500,0.5737704918032788,0.7777777777777778,0.6399075067520071,216192,40,360,140,4,"['LINC01210', 'LHX1', 'EBF3', 'GATA3']","['HAS2-AS1', 'LINC01210', 'LHX1', 'PNOC', 'EBF3', 'GATA3', 'OTX2-AS1', 'OTX2', 'PVALB', 'EBF1']"
353,500,0.5993150684931507,0.8383233532934131,0.6399375670576049,216205,27,360,140,3,"['HPGD', 'GATA3', 'CTC-535M15.2']","['HPGD', 'GATA3', 'PVALB', 'CTC-535M15.2', 'CTC-340A15.2', 'RORB', 'TCF7L2', 'GPC5', 'DLGAP1', 'CADM2']"
354,500,0.4009433962264151,0.6071428571428571,0.5848728217840098,216177,55,415,85,3,"['LHX1', 'RP11-66G15.1', 'TCF7L2']","['LHX1', 'GATA3', 'LHX1-DT', 'ST8SIA6', 'RP11-66G15.1', 'TCF7L2', 'PBX3', 'GPC5', 'ADARB2', 'CDH12']"
355,500,0.29693486590038315,0.45588235294117646,0.5618288874912132,216158,74,438,62,4,"['KIZ-AS1', 'GATA3', 'ZFPM2-AS1', 'TRHDE']","['KIZ-AS1', 'LINC01210', 'ASIC4', 'GATA3', 'ZFPM2-AS1', 'TRHDE', 'ADARB2', 'ZFHX3']"
356,500,0.35,0.48,0.5837895778608162,216141,91,416,84,3,"['GATA3', 'CTC-535M15.2', 'SATB1-AS1']","['GATA3', 'CTC-535M15.2', 'CTC-340A15.2', 'SATB1-AS1', 'TCF7L2', 'ZFPM2-AS1']"
357,500,0.5411073825503356,0.7456647398843931,0.6288982574272078,216188,44,371,129,3,"['EMX2', 'TFAP2B', 'LEF1']","['EMX2', 'EMX2OS', 'TFAP2B', 'LINC01210', 'GATA3', 'LEF1', 'FOXP2', 'NXPH1', 'ZFPM2-AS1', 'PTPRK']"
358,500,0.541044776119403,0.628158844765343,0.6737618298864183,216129,103,326,174,5,"['TFAP2B', 'GATA3', 'GRIK1', 'ZFHX3', 'TAFA1']","['TFAP2B', 'GATA3', 'NXPH1', 'GRIK1', 'ZFHX3', 'TAFA1']"
359,500,0.3116883116883117,0.36923076923076925,0.5956207776832291,216068,164,404,96,3,"['TFAP2B', 'OTX2-AS1', 'LEF1']","['TFAP2B', 'LINC01210', 'GATA3', 'OTX2-AS1', 'OTX2', 'LEF1', 'THSD7B', 'ZFHX3', 'GRIA4', 'NKAIN2']"
360,500,0.18469656992084435,0.16103522645578722,0.7213015094898072,215065,1167,276,224,3,"['OTX2', 'LEF1', 'NDST4']","['GATA3', 'OTX2-AS1', 'OTX2', 'CRNDE', 'LEF1', 'NDST4', 'DPP10-AS3', 'SEMA3E', 'ADARB2', 'CTNNA2']"
361,500,0.40116279069767447,0.7666666666666667,0.5689514410448037,216211,21,431,69,3,"['GATA3', 'SIX3', 'TAC1']","['GATA3', 'SIX3', 'PNOC', 'ASIC4', 'LHX1', 'TAC1', 'TCF7L2', 'ZFHX3', 'NELL1', 'SORCS1']"
362,500,0.5387931034482759,0.9345794392523364,0.5999838136816013,216225,7,400,100,4,"['PREX2', 'PTPRK', 'FSTL5', 'LUZP2']","['PREX2', 'FOXP2', 'PTPRK', 'FSTL5', 'LUZP2', 'PCDH7', 'DLG2']"
363,500,0.7026627218934911,0.892018779342723,0.689946816382404,216209,23,310,190,3,"['EBF2', 'ST8SIA6', 'NR2F2-AS1']","['EBF2', 'EBF3', 'ST8SIA6', 'RP11-759A24.3', 'PCSK1', 'NR2F2-AS1', 'EPHA3', 'ZFHX3', 'KCNMA1']"
364,500,0.6644144144144144,0.8509615384615384,0.6769283177328056,216201,31,323,177,3,"['TFAP2D', 'NDST4', 'CTC-340A15.2']","['TFAP2D', 'LHX9', 'TPBG', 'NDST4', 'CTC-535M15.2', 'CTC-340A15.2', 'TCF7L2', 'FOXP2', 'MEIS2', 'ZFHX3']"
365,500,0.1245777027027027,0.12633832976445397,0.5580565688704724,215824,408,441,59,6,"['HTR2C', 'ZFHX3', 'MEIS2', 'GNAS', 'CALM1', 'CNTN1']","['HTR2C', 'ZFHX3', 'MEIS2', 'GNAS', 'CALM1', 'CNTN1', 'CTNNA2', 'DLGAP1', 'KCNMA1', 'DLG2']"
366,500,0.21048109965635742,0.29518072289156627,0.5487294572496209,216115,117,451,49,4,"['EBF3', 'KLHL1', 'DACH1', 'TCF7L2']","['EBF2', 'EBF3', 'EBF1', 'KLHL1', 'DACH1', 'TCF7L2', 'NRXN3', 'SNHG14', 'DLGAP1', 'SGIP1']"
367,500,0.32849829351535836,0.4583333333333333,0.5767895778608162,216141,91,423,77,3,"['TAC1', 'PRLR', 'TCF7L2']","['LHX9', 'TAC1', 'CRNDE', 'PRLR', 'TCF7L2', 'CBLN2', 'MEIS2', 'ZFHX3', 'NRXN3', 'KCNMA1']"
368,500,0.22163120567375885,0.22779043280182232,0.5992161197232602,215893,339,400,100,4,"['EBF3', 'EBF1', 'TCF7L2', 'SNHG14']","['LHX9', 'EBF3', 'EBF1', 'LEF1', 'TCF7L2', 'SNHG14', 'NRXN3']"
369,500,0.5965909090909091,0.6974169741697417,0.6888103888416146,216150,82,311,189,3,"['TFAP2B', 'LHX9', 'RP4-678D15.1']","['TFAP2D', 'TFAP2B', 'SHOX2', 'LHX9', 'LEF1', 'RP4-678D15.1', 'FOXO1', 'TCF7L2', 'SNTG2', 'TSHZ2']"
370,500,0.4644373673036093,0.5057803468208093,0.6746045913648304,216061,171,325,175,4,"['EBF2', 'LGR5', 'EBF3', 'LEF1']","['AC007091.1', 'EBF2', 'LGR5', 'OBI1-AS1', 'EBF3', 'LEF1', 'EBF1', 'CCK', 'MGST1', 'DLG2']"
371,398,0.85949177877429,0.9787234042553191,0.788933167413333,216329,5,168,230,3,"['CPA6', 'NPSR1', 'BNC2']","['CPA6', 'LGR5', 'CARTPT', 'EBF2', 'NPSR1', 'BNC2', 'CRH', 'NPSR1-AS1', 'CXCL14', 'LEF1']"
372,500,0.39033457249070636,0.5833333333333334,0.5838612601280105,216172,60,416,84,4,"['FAM9B', 'PTH2R', 'RNF220', 'TCF7L2']","['FAM9B', 'AC079135.1', 'PTH2R', 'RNF220', 'TCF7L2', 'CCK', 'FOXP2', 'PREX2', 'NTNG1', 'NRGN']"
373,500,0.3561185468451243,0.3743718592964824,0.6484242295312442,215983,249,351,149,4,"['SHOX2', 'PDGFD', 'LHX2', 'TCF7L2']","['RBP4', 'SHOX2', 'LHX9', 'PDGFD', 'LHX2', 'TCF7L2', 'CTC-552D5.1', 'CBLN2', 'CCK', 'ZFPM2-AS1']"
374,500,0.7778864970645795,0.8238341968911918,0.8178427614784122,216164,68,182,318,2,"['TFAP2B', 'LMX1A']","['ONECUT1', 'LMX1B', 'TFAP2B', 'RP11-491F9.1', 'LMX1A', 'BNC2', 'CRNDE', 'CALB1', 'POU6F2', 'PREX2']"
375,500,0.6374172185430463,0.8700564971751412,0.6539468163824042,216209,23,346,154,3,"['POU4F1', 'CRNDE', 'CBLN2']","['POU4F1', 'OBI1-AS1', 'CRNDE', 'KCNH8', 'EBF1', 'CBLN2', 'RFTN1', 'NWD2', 'VAV3', 'DLGAP1']"
376,500,0.04120048382219534,0.03425518541797611,0.6018942062229458,213159,3073,391,109,2,"['RP11-491F9.1', 'ZFHX3']","['RP11-491F9.1', 'ZFHX3', 'NRXN3']"
377,500,0.47145328719723184,0.6646341463414634,0.6088728217840097,216177,55,391,109,3,"['LHX1', 'DIRAS3', 'ZIC2']","['LHX1', 'DIRAS3', 'RP11-33A14.1', 'ZIC2', 'RP11-134O15.3', 'NDST4', 'RELN', 'ZIC1', 'DLGAP1']"
378,493,0.5569540591567025,0.6459854014598541,0.6792888957186177,216142,97,316,177,2,"['ONECUT1', 'ISL1']","['ONECUT1', 'C14orf39', 'ISL1', 'RP11-134O15.3', 'RP11-649A16.1', 'ONECUT2', 'ZIC1', 'NTNG1', 'PTPRK', 'ADGRL3']"
379,120,0.7386363636363636,0.896551724137931,0.7166528170184477,216606,6,68,52,3,"['OTP', 'SLC6A5', 'EBF2']","['GLI2', 'OTP', 'SLC6A5', 'EBF2', 'NTN1', 'CRHBP', 'CRNDE', 'ST18', 'EBF1', 'DACH2']"
380,500,0.31666666666666665,0.57,0.5569005697584077,216189,43,443,57,4,"['SLC6A5', 'EBF3', 'NXPH2', 'HTR2C']","['SLC6A5', 'EBF3', 'CHD7', 'NXPH2', 'LAMP5', 'HTR2C', 'MEIS2', 'DLGAP1', 'CTNNA2']"
381,500,0.6004618937644342,0.6753246753246753,0.7077687668800178,216132,100,292,208,3,"['OTP', 'EBF2', 'EBF1']","['PAX7', 'OTP', 'EBF2', 'EBF1', 'DACH2', 'CHD7', 'DLGAP1', 'CTNNA2', 'NAV2']"
382,500,0.5208333333333334,0.989010989010989,0.5899976876688001,216231,1,410,90,3,"['SST', 'RSPO3', 'TCF7L2']","['RP11-33A14.1', 'SST', 'RSPO3', 'NR2F2', 'TCF7L2', 'NR2F2-AS1', 'DACH1', 'NXPH1', 'ZNF804B', 'SDK1']"
383,500,0.534156976744186,0.6712328767123288,0.6468335121536127,216160,72,353,147,3,"['EBF2', 'LMX1A', 'PITX2']","['AC007091.1', 'EBF2', 'LMX1A', 'PITX2', 'EBF3', 'NTN1', 'RP11-491F9.1', 'TTC6', 'NR4A2', 'TSHZ2']"
384,500,0.710093896713615,0.8039867109634552,0.7418635724592104,216173,59,258,242,3,"['CDH23', 'PITX2', 'LMX1A']","['NTS', 'CDH23', 'LMX1B', 'PITX2', 'LMX1A', 'TTC6', 'KLHL1', 'ARHGAP24', 'FOXP2', 'SORCS1']"
385,500,0.6438253012048193,0.8260869565217391,0.6709167560768065,216196,36,329,171,2,"['AR', 'LMX1A']","['LMX1B', 'AR', 'CARTPT', 'LMX1A', 'CRNDE', 'TTC6', 'CTC-552D5.1', 'ARHGAP6', 'NWD2', 'SATB1-AS1']"
386,167,0.5685131195335277,0.8863636363636364,0.6167549231875868,216560,5,128,39,3,"['TACR3', 'HOXB3', 'NR4A2']","['TACR3', 'LINC01876', 'HOXB3', 'RP11-111G13.1', 'NR4A2', 'MEIS1', 'TAFA1', 'GRIA4', 'AFF3', 'CALM1']"
387,500,0.7330827067669172,0.8540145985401459,0.7339075067520071,216192,40,266,234,2,"['PAX5', 'EBF2']","['PAX5', 'EBF2', 'LINC01798', 'TMEM255A', 'MEIS1', 'PLCH1', 'SEMA5A', 'MEIS2', 'ADARB2', 'GRM8']"
388,197,0.5567010309278351,0.75,0.6370142738439607,216517,18,143,54,3,"['LINC01798', 'LAMA1', 'NPFFR2']","['RP11-354K4.2', 'LINC01798', 'LAMA1', 'SHOX2', 'NPFFR2', 'MEIS1', 'NR2F2', 'DACH1', 'SEMA3E', 'NR2F2-AS1']"
389,500,0.12567476383265855,0.10980103168754606,0.6462067039106145,215024,1208,351,149,3,"['GATA3', 'DACH1', 'FIGN']","['GATA3', 'CRNDE', 'NR2F2', 'NR2F2-AS1', 'DACH1', 'FIGN', 'PBX3', 'FOXP2', 'ADARB2', 'SEMA6D']"
390,500,0.10550303848750844,0.09218289085545722,0.6221535202930186,215001,1231,375,125,4,"['POU6F2', 'ZIC1', 'NRXN3', 'SNHG14']","['POU6F2', 'ZIC1', 'NRXN3', 'CNTNAP2', 'DLGAP1', 'SNHG14', 'DLG2']"
391,500,0.40030211480362543,0.3947858472998138,0.7112484923600576,215907,325,288,212,5,"['PDGFD', 'ST18', 'CTC-535M15.2', 'CTC-340A15.2', 'CDH12']","['PDGFD', 'ST18', 'CTC-535M15.2', 'CTC-340A15.2', 'CDH12', 'CTNNA2', 'SNHG14', 'CADM2', 'DLG2']"
392,500,0.4524886877828055,0.8333333333333334,0.5799630027008028,216216,16,420,80,2,"['FGF10', 'LHX6']","['FGF10', 'LHX8', 'RP11-111G13.1', 'LHX6', 'STAC', 'ARX', 'SOX6', 'RP1-69D17.4', 'KLHL1', 'HTR2C']"
393,500,0.7323619631901841,0.9502487562189055,0.6909768766880018,216222,10,309,191,3,"['ISL1', 'SIX3', 'RNF220']","['LINC00943', 'AC092684.1', 'ISL1', 'SST', 'SIX3', 'RNF220', 'FIGN', 'MEIS2', 'CDH13', 'GRM3']"
394,500,0.4372197309417041,0.7959183673469388,0.5779537533760035,216212,20,422,78,3,"['LINC01798', 'LHX9', 'NPNT']","['LINC01798', 'LHX9', 'DIRAS3', 'NR4A2', 'NPNT', 'CRNDE', 'MEIS1', 'PCSK1', 'FOXP2', 'MEIS2']"
395,500,0.8103015075376884,0.945054945054945,0.7579653150320027,216217,15,242,258,1,['SLC6A3'],"['TH', 'SLC6A3', 'LINC00261', 'SLC18A2', 'LINC01876', 'AC007091.1', 'LMX1B', 'NTN1', 'EBF3', 'LMX1A']"
396,500,0.5471887550200804,0.8790322580645161,0.6089653150320026,216217,15,391,109,3,"['LMX1B', 'GATA3', 'SEMA3D']","['LMX1B', 'GATA3', 'DIRAS3', 'SEMA3D', 'COL5A2', 'DACH1', 'PBX3', 'RP11-436D23.1', 'ERBB4', 'ROBO1']"
397,500,0.8491983967935873,0.9064171122994652,0.8389190684080061,216197,35,161,339,2,"['SLC6A4', 'TPH2']","['SLC6A4', 'TPH2', 'SLC18A2', 'LMX1B', 'NDNF', 'GATA3', 'PWWP3B', 'COL5A2', 'LINC02232', 'DACH1']"
398,500,0.5944055944055945,0.84472049689441,0.6359421917200044,216207,25,364,136,2,"['PHOX2B', 'CRNDE']","['PHOX2B', 'PHOX2B-AS1', 'HOXB3', 'TTR', 'CRNDE', 'MEIS1', 'CHRNA7', 'RNF220', 'ZFHX3']"
399,500,0.726241900647948,0.7958579881656804,0.7688404491472123,216163,69,231,269,3,"['TFAP2B', 'RNF220', 'MEIS2']","['PHOX2B-AS1', 'TFAP2B', 'TTR', 'RNF220', 'CALB1', 'MEIS2', 'GRIK1', 'ROBO1', 'AFF3', 'NRXN3']"
400,500,0.8776595744680852,0.9966442953020134,0.7969976876688001,216231,1,203,297,2,"['LHX8', 'SLC5A7']","['LHX8', 'SLC5A7', 'RP11-325K19.7', 'PRIMA1', 'RP11-653B10.1', 'ISL1', 'CD36', 'TACR1', 'TRPC3', 'BMPR1B']"
401,500,0.39855072463768115,0.8048780487804879,0.5659630027008029,216216,16,434,66,3,"['SOX11', 'CCBE1', 'NR2F2-AS1']","['SOX11', 'PRSS12', 'RP11-759A24.3', 'CCBE1', 'NR2F2-AS1', 'FIGN', 'NNAT', 'CDH13', 'ROBO1', 'SNHG14']"
402,500,0.6715425531914895,0.8047808764940239,0.7018866957712087,216183,49,298,202,3,"['LMNTD1', 'SST', 'LINC02822']","['C14orf39', 'ISL1', 'APBB1IP', 'LMNTD1', 'SST', 'LINC02822', 'STAC', 'RP11-58C22.1', 'PDE3A', 'ADAMTSL1']"
403,500,0.5865384615384616,0.9037037037037037,0.6219699396944023,216219,13,378,122,2,"['FRMD7', 'PCBP3']","['FRMD7', 'TRDN', 'CACNG5', 'RP11-437L7.2', 'NOS1', 'PCBP3', 'TSHZ1', 'PBX3', 'BICC1', 'MEIS2']"
404,500,0.054682686383240905,0.04549823774431272,0.635111565355729,213253,2979,358,142,3,"['LINC02306', 'LINC02263', 'AC011288.2']","['LINC02306', 'LINC02263', 'RP11-191L9.4', 'LINC01378', 'CBLN2', 'AC011288.2', 'NXPH1', 'ADARB2', 'GRIK1', 'ERBB4']"
405,500,0.4583333333333333,0.7652173913043478,0.5879375670576048,216205,27,412,88,5,"['RXFP1', 'NDST4', 'PRLR', 'MEIS2', 'CDH13']","['RXFP1', 'NDST4', 'PRLR', 'RP11-323I15.5', 'MEIS2', 'CDH13', 'ADARB2', 'MGAT4C', 'CADM2']"
406,500,0.5849056603773585,0.8857142857142857,0.623963002700803,216216,16,376,124,3,"['RXFP2', 'CARTPT', 'IRAG2']","['RXFP2', 'CARTPT', 'TRIM54', 'RP11-537P24.1', 'IRAG2', 'COBLL1', 'MGST1', 'TAFA1', 'CNTN5', 'SLC8A1']"
407,500,0.5271739130434783,0.9238095238095239,0.5969815013504014,216224,8,403,97,2,"['PAPPA2', 'LHX9']","['PAPPA2', 'CARTPT', 'LHX9', 'LINC01798', 'MEIS1', 'STAC', 'LINC02609', 'MEIS2', 'SORCS1', 'AFF3']"
408,45,0.8053691275167786,0.9230769230769231,0.7666620517151467,216685,2,21,24,3,"['EOMES', 'HPSE2', 'RELN']","['RXFP2', 'EOMES', 'CARTPT', 'HPSE2', 'RELN', 'LHFPL6', 'HS3ST5', 'LHFPL3', 'TMEM132D', 'CTNNA2']"
409,500,0.8237913486005088,0.9664179104477612,0.7589791890192016,216223,9,241,259,3,"['GLP1R', 'TAC3', 'ST18']","['GLP1R', 'NPR3', 'TAC3', 'ST18', 'CTXND1', 'LHX6', 'NXPH2', 'SOX6', 'PDE1C', 'PTPRK']"
410,500,0.7465277777777778,0.9148936170212766,0.7149537533760035,216212,20,285,215,1,['AVP'],"['AVP', 'OTP', 'SIM1', 'TENT5A', 'CARTPT', 'PCSK1', 'FIGN', 'RP11-436D23.1', 'NNAT', 'SNHG14']"
411,500,0.5820312499999999,0.764102564102564,0.6488936327648083,216186,46,351,149,3,"['PPP1R17', 'RORB', 'PDE3A']","['PPP1R17', 'RADX', 'PROX1-AS1_ENSG00000230461', 'RORB', 'PROX1', 'PDE3A', 'PEG10', 'CNTN1', 'SNHG14']"
412,500,0.3682170542635659,0.5714285714285714,0.5758681971216101,216175,57,424,76,3,"['ISL1', 'RP11-964E11.3', 'LEF1']","['RADX', 'ISL1', 'RP11-964E11.3', 'LEF1', 'PEG10', 'DACH1', 'TCF7L2', 'EFNA5', 'DLGAP1']"
413,500,0.6586826347305389,0.8421052631578947,0.6759236930704058,216199,33,324,176,3,"['SIM1', 'PITX2', 'CTC-340A15.2']","['SIM1', 'PITX2', 'EBF3', 'RP11-964E11.3', 'CTC-535M15.2', 'CTC-340A15.2', 'SPON1', 'NTNG1', 'CHN2', 'GRIK1']"
414,500,0.5438931297709924,0.8321167883211679,0.6139468163824041,216209,23,386,114,3,"['OTP', 'SIM1', 'RP11-964E11.3']","['OTP', 'SIM1', 'STK32B', 'EBF3', 'RP11-964E11.3', 'ITGA6', 'DACH1', 'PEG10', 'TOX', 'TAFA1']"
415,500,0.018102134146341462,0.01520608243297319,0.532309352917237,213771,2461,462,38,2,"['PEG10', 'GNAS']","['PEG10', 'GNAS', 'CNTNAP2', 'NKAIN2', 'DLGAP1', 'ADGRL3', 'CTNNA2', 'SNHG14', 'CNTN1', 'CADM2']"
416,500,0.49186390532544383,0.6244131455399061,0.6328150135040143,216152,80,367,133,3,"['HMX3', 'ISL1', 'DIRAS3']","['HMX3', 'ISL1', 'DLX1', 'DIRAS3', 'RORB', 'ZIC1', 'GNAS', 'SNTG1', 'CTNNA2', 'SNHG14']"
417,500,0.5762081784386617,0.8611111111111112,0.6239537533760036,216212,20,376,124,3,"['DLK1', 'OTP', 'ISL1']","['CALCR', 'DLK1', 'OTP', 'C14orf39', 'ISL1', 'MYO3B', 'SIX3', 'SST', 'CTC-535M15.2', 'CTC-340A15.2']"
418,500,0.5630165289256198,0.9316239316239316,0.6089815013504014,216224,8,391,109,2,"['FEZF1', 'RP11-964E11.3']","['FEZF1', 'FEZF1-AS1', 'RP11-964E11.3', 'PRLR', 'RP11-739G5.1', 'CHRM5', 'RP5-1101C3.1', 'NR2F2', 'NR2F2-AS1', 'NRGN']"
419,500,0.3047091412742382,0.3728813559322034,0.5876577749824263,216084,148,412,88,5,"['SCN5A', 'CARM1P1', 'PTH2R', 'CTC-552D5.1', 'NR2F2-AS1']","['SCN5A', 'CARM1P1', 'PTH2R', 'RP11-759A24.3', 'CTC-552D5.1', 'NR2F2-AS1', 'ZBTB7C', 'NXPH1', 'ADARB2', 'NRGN']"
420,500,0.5681818181818181,0.8333333333333334,0.6249421917200043,216207,25,375,125,3,"['OTP', 'ZIC1', 'CTC-552D5.1']","['OTP', 'SIM1', 'GABRQ', 'ZIC1', 'CTC-552D5.1', 'DACH2', 'CADPS2', 'NRGN', 'LINC01551', 'NRXN3']"
421,500,0.4651988636363637,0.5770925110132159,0.6307780162048171,216136,96,369,131,2,"['ESR1', 'STK32B']","['SCN5A', 'ESR1', 'DLX1', 'DIRAS3', 'STK32B', 'PRLR', 'PBX3', 'SPON1', 'NR2F2-AS1', 'ZFHX3']"
422,500,0.3887795275590552,0.6124031007751938,0.5788843834400088,216182,50,421,79,4,"['TMEM255A', 'LHX6', 'PEG10', 'ADARB2']","['RADX', 'TMEM255A', 'LHX6', 'PEG10', 'PLCH1', 'ADARB2', 'PTPRZ1', 'ZFHX3', 'LUZP2', 'AFF3']"
423,500,0.3789370078740158,0.5968992248062015,0.5768797587776092,216180,52,423,77,3,"['PROX1', 'SOX6', 'TSHZ2']","['PROX1', 'NR2F2', 'NR2F2-AS1', 'SOX6', 'SEMA5A', 'TSHZ2', 'ERBB4', 'C8orf34', 'SPOCK3', 'AFF3']"
424,500,0.43269230769230765,0.6666666666666666,0.589895945096008,216187,45,410,90,4,"['CYP19A1', 'LHX6', 'NR2F2', 'ZBTB7C']","['CYP19A1', 'ESR1', 'LHX6', 'NR2F2', 'ZBTB7C', 'NR2F2-AS1', 'PEG10', 'HTR2C', 'PCDH11X', 'ERBB4']"
425,500,0.4075091575091575,0.6013513513513513,0.5888635724592104,216173,59,411,89,4,"['ESR1', 'LHX6', 'NR2F2-AS1', 'SATB1-AS1']","['ESR1', 'LHX6', 'NR2F2', 'SOX6', 'NR2F2-AS1', 'SATB1-AS1', 'ERBB4', 'FSTL5', 'CNTNAP2']"
