ID	Label	PrefLabel	Entity Type	TYPE	Property Assertions	Synonyms	Cluster_ID	Clustering_Reference	Function	cell_set_preferred_alias	original_label	cell_set_label	cell_set_aligned_alias	cell_set_additional_aliases	cell_set_alias_assignee	cell_set_alias_citation	Metadata	Exemplar_of	Composed_primarily_of	Comment	Aliases	Rank
ID	LABEL	A skos:prefLabel	TI %	TYPE	I 'subcluster of' SPLIT=|	A oboInOwl:hasExactSynonym SPLIT=|	A 'cluster id'	>AI oboInOwl:hasDbXref	TI capable_of some %	A n2o:cell_set_preferred_alias	A n2o:original_label	A n2o:cell_set_label	A n2o:cell_set_aligned_alias	A n2o:cell_set_additional_aliases SPLIT=|	A n2o:cell_set_alias_assignee SPLIT=|	A n2o:cell_set_alias_citation SPLIT=|	A n2o:node_metadata	TI 'exemplar data of' some %	TI 'composed primarily of' some %	A rdfs:comment	A oboInOwl:hasRelatedSynonym SPLIT=|	A 'cell_type_rank' SPLIT=|
PCL_INDV:CS202210140_367	HumanBrain 0367 - CS202210140_367	Splat_366	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_367	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_366		HumanBrain 0367			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051367				
PCL_INDV:CS202210140_368	HumanBrain 0368 - CS202210140_368	Splat_367	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_368	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_367		HumanBrain 0368			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051368				
PCL_INDV:CS202210140_369	HumanBrain 0369 - CS202210140_369	Splat_368	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_369	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_368		HumanBrain 0369			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051369				
PCL_INDV:CS202210140_370	HumanBrain 0370 - CS202210140_370	Splat_369	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_370	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_369		HumanBrain 0370			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051370				
PCL_INDV:CS202210140_371	HumanBrain 0371 - CS202210140_371	Splat_370	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_371	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_370		HumanBrain 0371			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051371				
PCL_INDV:CS202210140_372	HumanBrain 0372 - CS202210140_372	Splat_371	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_372	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_371		HumanBrain 0372			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051372				
PCL_INDV:CS202210140_373	HumanBrain 0373 - CS202210140_373	Thex_372	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_491		CS202210140_373	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Thex_372		HumanBrain 0373			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051373				
PCL_INDV:CS202210140_374	HumanBrain 0374 - CS202210140_374	Splat_373	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_374	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_373		HumanBrain 0374			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051374				
PCL_INDV:CS202210140_375	HumanBrain 0375 - CS202210140_375	Splat_374	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_375	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_374		HumanBrain 0375			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051375				
PCL_INDV:CS202210140_376	HumanBrain 0376 - CS202210140_376	Splat_375	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_376	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_375		HumanBrain 0376			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051376				
PCL_INDV:CS202210140_377	HumanBrain 0377 - CS202210140_377	Splat_376	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_377	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_376		HumanBrain 0377			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051377				
PCL_INDV:CS202210140_378	HumanBrain 0378 - CS202210140_378	Splat_377	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_378	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_377		HumanBrain 0378			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051378				
PCL_INDV:CS202210140_379	HumanBrain 0379 - CS202210140_379	Splat_378	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_379	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_378		HumanBrain 0379			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051379				
PCL_INDV:CS202210140_380	HumanBrain 0380 - CS202210140_380	Splat_379	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_380	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_379		HumanBrain 0380			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051380				
PCL_INDV:CS202210140_381	HumanBrain 0381 - CS202210140_381	Splat_380	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_381	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_380		HumanBrain 0381			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051381				
PCL_INDV:CS202210140_382	HumanBrain 0382 - CS202210140_382	Splat_381	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_382	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_381		HumanBrain 0382			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051382				
PCL_INDV:CS202210140_383	HumanBrain 0383 - CS202210140_383	Splat_382	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_383	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_382		HumanBrain 0383			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051383				
PCL_INDV:CS202210140_384	HumanBrain 0384 - CS202210140_384	Splat_383	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_384	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_383		HumanBrain 0384			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051384				
PCL_INDV:CS202210140_385	HumanBrain 0385 - CS202210140_385	Splat_384	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_385	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_384		HumanBrain 0385			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051385				
PCL_INDV:CS202210140_386	HumanBrain 0386 - CS202210140_386	Splat_385	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_386	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_385		HumanBrain 0386			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051386				
PCL_INDV:CS202210140_387	HumanBrain 0387 - CS202210140_387	Splat_386	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_387	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_386		HumanBrain 0387			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051387				
PCL_INDV:CS202210140_388	HumanBrain 0388 - CS202210140_388	Splat_387	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_388	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_387		HumanBrain 0388			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051388				
PCL_INDV:CS202210140_389	HumanBrain 0389 - CS202210140_389	Splat_388	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_389	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_388		HumanBrain 0389			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051389				
PCL_INDV:CS202210140_390	HumanBrain 0390 - CS202210140_390	Splat_389	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_390	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_389		HumanBrain 0390			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051390				
PCL_INDV:CS202210140_391	HumanBrain 0391 - CS202210140_391	Splat_390	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_391	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_390		HumanBrain 0391			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051391				
PCL_INDV:CS202210140_392	HumanBrain 0392 - CS202210140_392	Splat_391	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_392	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_391		HumanBrain 0392			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051392				
PCL_INDV:CS202210140_393	HumanBrain 0393 - CS202210140_393	Splat_392	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_393	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_392		HumanBrain 0393			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051393				
PCL_INDV:CS202210140_394	HumanBrain 0394 - CS202210140_394	Splat_393	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_394	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_393		HumanBrain 0394			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051394				
PCL_INDV:CS202210140_395	HumanBrain 0395 - CS202210140_395	Splat_394	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_395	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_394		HumanBrain 0395			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051395				
PCL_INDV:CS202210140_396	HumanBrain 0396 - CS202210140_396	Splat_395	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_396	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_395		HumanBrain 0396			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051396				
PCL_INDV:CS202210140_397	HumanBrain 0397 - CS202210140_397	Splat_396	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_397	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_396		HumanBrain 0397			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051397				
PCL_INDV:CS202210140_398	HumanBrain 0398 - CS202210140_398	Splat_397	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_398	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_397		HumanBrain 0398			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051398				
PCL_INDV:CS202210140_399	HumanBrain 0399 - CS202210140_399	Splat_398	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_399	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_398		HumanBrain 0399			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051399				
PCL_INDV:CS202210140_400	HumanBrain 0400 - CS202210140_400	Splat_399	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_400	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_399		HumanBrain 0400			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051400				
PCL_INDV:CS202210140_401	HumanBrain 0401 - CS202210140_401	Splat_400	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_401	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_400		HumanBrain 0401			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051401				
PCL_INDV:CS202210140_402	HumanBrain 0402 - CS202210140_402	Misc_401	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_402	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Misc_401		HumanBrain 0402			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051402				
PCL_INDV:CS202210140_403	HumanBrain 0403 - CS202210140_403	Splat_402	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_403	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_402		HumanBrain 0403			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051403				
PCL_INDV:CS202210140_404	HumanBrain 0404 - CS202210140_404	Splat_403	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_404	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_403		HumanBrain 0404			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051404				
PCL_INDV:CS202210140_405	HumanBrain 0405 - CS202210140_405	Misc_404	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_463		CS202210140_405	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Misc_404		HumanBrain 0405			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051405				
PCL_INDV:CS202210140_406	HumanBrain 0406 - CS202210140_406	Amex_405	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_478		CS202210140_406	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Amex_405		HumanBrain 0406			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051406				
PCL_INDV:CS202210140_407	HumanBrain 0407 - CS202210140_407	Amex_406	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_478		CS202210140_407	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Amex_406		HumanBrain 0407			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051407				
PCL_INDV:CS202210140_408	HumanBrain 0408 - CS202210140_408	Amex_407	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_478		CS202210140_408	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Amex_407		HumanBrain 0408			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051408				
PCL_INDV:CS202210140_409	HumanBrain 0409 - CS202210140_409	Amex_408	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_478		CS202210140_409	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Amex_408		HumanBrain 0409			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051409				
PCL_INDV:CS202210140_410	HumanBrain 0410 - CS202210140_410	Splat_409	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_410	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_409		HumanBrain 0410			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051410				
PCL_INDV:CS202210140_411	HumanBrain 0411 - CS202210140_411	Splat_410	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_411	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_410		HumanBrain 0411			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051411				
PCL_INDV:CS202210140_412	HumanBrain 0412 - CS202210140_412	Splat_411	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_412	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_411		HumanBrain 0412			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051412				
PCL_INDV:CS202210140_413	HumanBrain 0413 - CS202210140_413	Splat_412	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_413	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_412		HumanBrain 0413			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051413				
PCL_INDV:CS202210140_414	HumanBrain 0414 - CS202210140_414	Splat_413	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_414	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_413		HumanBrain 0414			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051414				
PCL_INDV:CS202210140_415	HumanBrain 0415 - CS202210140_415	Splat_414	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_415	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_414		HumanBrain 0415			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051415				
PCL_INDV:CS202210140_416	HumanBrain 0416 - CS202210140_416	Splat_415	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_416	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_415		HumanBrain 0416			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051416				
PCL_INDV:CS202210140_417	HumanBrain 0417 - CS202210140_417	Splat_416	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_417	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_416		HumanBrain 0417			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051417				
PCL_INDV:CS202210140_418	HumanBrain 0418 - CS202210140_418	Splat_417	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_418	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_417		HumanBrain 0418			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051418				
PCL_INDV:CS202210140_419	HumanBrain 0419 - CS202210140_419	Splat_418	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_419	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_418		HumanBrain 0419			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051419				
PCL_INDV:CS202210140_420	HumanBrain 0420 - CS202210140_420	Amex_419	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_478		CS202210140_420	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Amex_419		HumanBrain 0420			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051420				
PCL_INDV:CS202210140_421	HumanBrain 0421 - CS202210140_421	Splat_420	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_421	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_420		HumanBrain 0421			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051421				
PCL_INDV:CS202210140_422	HumanBrain 0422 - CS202210140_422	Splat_421	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_422	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_421		HumanBrain 0422			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051422				
PCL_INDV:CS202210140_423	HumanBrain 0423 - CS202210140_423	Splat_422	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_423	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_422		HumanBrain 0423			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051423				
PCL_INDV:CS202210140_424	HumanBrain 0424 - CS202210140_424	Splat_423	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_424	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_423		HumanBrain 0424			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051424				
PCL_INDV:CS202210140_425	HumanBrain 0425 - CS202210140_425	Splat_424	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_425	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_424		HumanBrain 0425			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051425				
PCL_INDV:CS202210140_426	HumanBrain 0426 - CS202210140_426	Splat_425	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_426	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_425		HumanBrain 0426			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051426				
PCL_INDV:CS202210140_427	HumanBrain 0427 - CS202210140_427	EMSN_426	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_482		CS202210140_427	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		EMSN_426		HumanBrain 0427			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051427				
PCL_INDV:CS202210140_428	HumanBrain 0428 - CS202210140_428	MSN_427	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_428	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_427		HumanBrain 0428			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051428				
PCL_INDV:CS202210140_429	HumanBrain 0429 - CS202210140_429	Splat_428	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_429	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_428		HumanBrain 0429			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051429				
PCL_INDV:CS202210140_430	HumanBrain 0430 - CS202210140_430	Splat_429	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_430	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_429		HumanBrain 0430			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051430				
PCL_INDV:CS202210140_431	HumanBrain 0431 - CS202210140_431	MSN_430	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_481		CS202210140_431	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		MSN_430		HumanBrain 0431			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051431				
PCL_INDV:CS202210140_432	HumanBrain 0432 - CS202210140_432	Splat_431	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_432	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_431		HumanBrain 0432			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051432				
PCL_INDV:CS202210140_433	HumanBrain 0433 - CS202210140_433	Splat_432	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_483		CS202210140_433	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Splat_432		HumanBrain 0433			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051433				
PCL_INDV:CS202210140_434	HumanBrain 0434 - CS202210140_434	Midi_433	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_434	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_433		HumanBrain 0434			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051434				
PCL_INDV:CS202210140_435	HumanBrain 0435 - CS202210140_435	Midi_434	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_435	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_434		HumanBrain 0435			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051435				
PCL_INDV:CS202210140_436	HumanBrain 0436 - CS202210140_436	Midi_435	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_436	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_435		HumanBrain 0436			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051436				
PCL_INDV:CS202210140_437	HumanBrain 0437 - CS202210140_437	Midi_436	PCL:0010001	owl:NamedIndividual	PCL_INDV:CS202210140_492		CS202210140_437	https://purl.brain-bican.org/taxonomy/CCN202210140/cell_to_cell_set_assignments.csv		Midi_436		HumanBrain 0437			Kimberly Siletti	10.1126/science.add7046		http://purl.obolibrary.org/obo/PCL_0051437				
