Taxonomy_node_ID	clusterName	Markers
CS202210140_246	MGE_245	ensembl:ENSG00000122585|ensembl:ENSG00000250979|ensembl:ENSG00000138829
CS202210140_247	MGE_246	ensembl:ENSG00000157005|ensembl:ENSG00000239440|ensembl:ENSG00000178573
CS202210140_248	MGE_247	ensembl:ENSG00000288539|ensembl:ENSG00000198121|ensembl:ENSG00000204262
CS202210140_249	MGE_248	ensembl:ENSG00000287277|ensembl:ENSG00000011465|ensembl:ENSG00000006128
CS202210140_250	MGE_249	ensembl:ENSG00000069018|ensembl:ENSG00000157005|ensembl:ENSG00000146374|ensembl:ENSG00000110693|ensembl:ENSG00000075213
CS202210140_251	MGE_250	ensembl:ENSG00000007062|ensembl:ENSG00000112414|ensembl:ENSG00000241684
CS202210140_252	MGE_251	ensembl:ENSG00000287149|ensembl:ENSG00000157005|ensembl:ENSG00000112414|ensembl:ENSG00000189056
CS202210140_253	MGE_252	ensembl:ENSG00000287550|ensembl:ENSG00000151617|ensembl:ENSG00000166863
CS202210140_254	MGE_253	ensembl:ENSG00000157005|ensembl:ENSG00000038427|ensembl:ENSG00000137672|ensembl:ENSG00000253693|ensembl:ENSG00000241956
CS202210140_255	MGE_254	ensembl:ENSG00000173157|ensembl:ENSG00000130751|ensembl:ENSG00000138829
CS202210140_256	MGE_255	ensembl:ENSG00000254361|ensembl:ENSG00000019991|ensembl:ENSG00000114200
CS202210140_257	MGE_256	ensembl:ENSG00000196091|ensembl:ENSG00000234965|ensembl:ENSG00000140470
CS202210140_258	MGE_257	ensembl:ENSG00000152595|ensembl:ENSG00000143248
CS202210140_259	MGE_258	ensembl:ENSG00000002745|ensembl:ENSG00000157005|ensembl:ENSG00000177425
CS202210140_260	MGE_259	ensembl:ENSG00000143248|ensembl:ENSG00000011201|ensembl:ENSG00000151136
CS202210140_261	MGE_260	ensembl:ENSG00000145703|ensembl:ENSG00000163377|ensembl:ENSG00000259417
CS202210140_262	MGE_261	ensembl:ENSG00000140470|ensembl:ENSG00000100362|ensembl:ENSG00000103888|ensembl:ENSG00000237838
CS202210140_263	MGE_262	ensembl:ENSG00000154864|ensembl:ENSG00000227579|ensembl:ENSG00000137573|ensembl:ENSG00000241684
CS202210140_264	MGE_263	ensembl:ENSG00000137573|ensembl:ENSG00000100362|ensembl:ENSG00000237838|ensembl:ENSG00000287912
CS202210140_265	LLC_264	ensembl:ENSG00000254361|ensembl:ENSG00000204291|ensembl:ENSG00000147571
CS202210140_266	LLC_265	ensembl:ENSG00000254361|ensembl:ENSG00000087494
CS202210140_267	LLC_266	ensembl:ENSG00000131094|ensembl:ENSG00000107731|ensembl:ENSG00000161509
CS202210140_268	LLC_267	ensembl:ENSG00000162733|ensembl:ENSG00000105976|ensembl:ENSG00000154080
CS202210140_269	LLC_268	ensembl:ENSG00000115353|ensembl:ENSG00000112319|ensembl:ENSG00000154080|ensembl:ENSG00000170293
CS202210140_270	LLC_269	ensembl:ENSG00000137965|ensembl:ENSG00000101230|ensembl:ENSG00000154080
CS202210140_271	LLC_270	ensembl:ENSG00000089250|ensembl:ENSG00000006128|ensembl:ENSG00000241684|ensembl:ENSG00000046889|ensembl:ENSG00000047648
CS202210140_272	LLC_271	ensembl:ENSG00000112414|ensembl:ENSG00000104332|ensembl:ENSG00000227240
CS202210140_273	LLC_272	ensembl:ENSG00000150893|ensembl:ENSG00000104332|ensembl:ENSG00000170962|ensembl:ENSG00000125869
CS202210140_274	LLC_273	ensembl:ENSG00000081479|ensembl:ENSG00000138829|ensembl:ENSG00000227240|ensembl:ENSG00000154080
CS202210140_275	LLC_274	ensembl:ENSG00000250842|ensembl:ENSG00000237928|ensembl:ENSG00000138829
CS202210140_276	LLC_275	ensembl:ENSG00000104332|ensembl:ENSG00000170962|ensembl:ENSG00000104267|ensembl:ENSG00000145824
CS202210140_277	CGE_276	ensembl:ENSG00000146469|ensembl:ENSG00000165124
CS202210140_278	CGE_277	ensembl:ENSG00000079689|ensembl:ENSG00000162733
CS202210140_279	CGE_278	ensembl:ENSG00000162733|ensembl:ENSG00000156076|ensembl:ENSG00000175344
CS202210140_280	CGE_279	ensembl:ENSG00000150893|ensembl:ENSG00000145824|ensembl:ENSG00000107099
CS202210140_281	CGE_280	ensembl:ENSG00000206129|ensembl:ENSG00000053747
CS202210140_282	CGE_281	ensembl:ENSG00000166736|ensembl:ENSG00000151617
CS202210140_283	CGE_282	ensembl:ENSG00000149451|ensembl:ENSG00000251031
CS202210140_284	CGE_283	ensembl:ENSG00000145824|ensembl:ENSG00000231304|ensembl:ENSG00000110975|ensembl:ENSG00000075223
CS202210140_285	CGE_284	ensembl:ENSG00000189184|ensembl:ENSG00000227579|ensembl:ENSG00000118523|ensembl:ENSG00000145824
CS202210140_286	CGE_285	ensembl:ENSG00000146469|ensembl:ENSG00000181195
CS202210140_287	CGE_286	ensembl:ENSG00000135577|ensembl:ENSG00000173376|ensembl:ENSG00000145824
CS202210140_288	CGE_287	ensembl:ENSG00000133392|ensembl:ENSG00000173157|ensembl:ENSG00000112319
CS202210140_289	CGE_288	ensembl:ENSG00000145824|ensembl:ENSG00000147571|ensembl:ENSG00000169071|ensembl:ENSG00000104267
CS202210140_290	CGE_289	ensembl:ENSG00000166863|ensembl:ENSG00000234083|ensembl:ENSG00000237838
CS202210140_291	CGE_290	ensembl:ENSG00000102755|ensembl:ENSG00000146469|ensembl:ENSG00000181072
CS202210140_292	CGE_291	ensembl:ENSG00000113389|ensembl:ENSG00000151617|ensembl:ENSG00000227579
CS202210140_293	CGE_292	ensembl:ENSG00000113389|ensembl:ENSG00000150722|ensembl:ENSG00000286778|ensembl:ENSG00000147571
CS202210140_294	CGE_293	ensembl:ENSG00000153976|ensembl:ENSG00000286778|ensembl:ENSG00000145703
CS202210140_295	CGE_294	ensembl:ENSG00000154175|ensembl:ENSG00000146469
CS202210140_296	CGE_295	ensembl:ENSG00000146469|ensembl:ENSG00000286778|ensembl:ENSG00000147571|ensembl:ENSG00000143171
CS202210140_297	CGE_296	ensembl:ENSG00000166863|ensembl:ENSG00000145824|ensembl:ENSG00000170293|ensembl:ENSG00000187123
CS202210140_298	URL_297	ensembl:ENSG00000265203
CS202210140_299	CBI_298	ensembl:ENSG00000165970|ensembl:ENSG00000038427|ensembl:ENSG00000189056
CS202210140_300	CBI_299	ensembl:ENSG00000165970|ensembl:ENSG00000073792|ensembl:ENSG00000164694
CS202210140_301	CBI_300	ensembl:ENSG00000088836|ensembl:ENSG00000173376
CS202210140_302	CBI_301	ensembl:ENSG00000165970|ensembl:ENSG00000006747|ensembl:ENSG00000124782
CS202210140_303	CBI_302	ensembl:ENSG00000166569|ensembl:ENSG00000287963
CS202210140_304	CBI_303	ensembl:ENSG00000287963|ensembl:ENSG00000187123
CS202210140_305	CBI_304	ensembl:ENSG00000285424|ensembl:ENSG00000079689
CS202210140_306	CBI_305	ensembl:ENSG00000008196|ensembl:ENSG00000065320|ensembl:ENSG00000256422|ensembl:ENSG00000138696
CS202210140_307	CBI_306	ensembl:ENSG00000079689|ensembl:ENSG00000183654|ensembl:ENSG00000152894
CS202210140_308	CBI_307	ensembl:ENSG00000079689|ensembl:ENSG00000256422|ensembl:ENSG00000038427|ensembl:ENSG00000122584
CS202210140_309	URL_308	ensembl:ENSG00000286862|ensembl:ENSG00000163508
CS202210140_310	URL_309	ensembl:ENSG00000286097|ensembl:ENSG00000179869
CS202210140_311	URL_310	ensembl:ENSG00000286679|ensembl:ENSG00000287290|ensembl:ENSG00000243620|ensembl:ENSG00000189056
CS202210140_312	URL_311	ensembl:ENSG00000286679|ensembl:ENSG00000243620|ensembl:ENSG00000006468
CS202210140_313	URL_312	ensembl:ENSG00000286679|ensembl:ENSG00000118271|ensembl:ENSG00000240499
CS202210140_314	Splat_313	ensembl:ENSG00000232896|ensembl:ENSG00000228215
CS202210140_315	Misc_314	ensembl:ENSG00000174788
CS202210140_316	LRL_315	ensembl:ENSG00000112773|ensembl:ENSG00000196549|ensembl:ENSG00000198732
CS202210140_317	LRL_316	ensembl:ENSG00000173157|ensembl:ENSG00000064655|ensembl:ENSG00000165810
CS202210140_318	LRL_317	ensembl:ENSG00000112175|ensembl:ENSG00000286637|ensembl:ENSG00000287335|ensembl:ENSG00000280809
CS202210140_319	LRL_318	ensembl:ENSG00000286637|ensembl:ENSG00000280809|ensembl:ENSG00000205279
CS202210140_320	LRL_319	ensembl:ENSG00000227674|ensembl:ENSG00000197712
CS202210140_321	LRL_320	ensembl:ENSG00000137251|ensembl:ENSG00000110975|ensembl:ENSG00000144229
CS202210140_322	LRL_321	ensembl:ENSG00000162618|ensembl:ENSG00000197415|ensembl:ENSG00000232046|ensembl:ENSG00000243620
CS202210140_323	LRL_322	ensembl:ENSG00000263317|ensembl:ENSG00000115665
CS202210140_324	Mmb_323	ensembl:ENSG00000228714|ensembl:ENSG00000283453|ensembl:ENSG00000006128
CS202210140_325	Mmb_324	ensembl:ENSG00000231674|ensembl:ENSG00000203506|ensembl:ENSG00000006128
CS202210140_326	Mmb_325	ensembl:ENSG00000170820|ensembl:ENSG00000231674|ensembl:ENSG00000282890|ensembl:ENSG00000283453
CS202210140_327	Mmb_326	ensembl:ENSG00000283453|ensembl:ENSG00000112246|ensembl:ENSG00000164093|ensembl:ENSG00000145708
CS202210140_328	Mmb_327	ensembl:ENSG00000231674|ensembl:ENSG00000283453|ensembl:ENSG00000163377
CS202210140_329	Mmb_328	ensembl:ENSG00000231674|ensembl:ENSG00000197826
CS202210140_330	Mmb_329	ensembl:ENSG00000112246|ensembl:ENSG00000250974|ensembl:ENSG00000113494|ensembl:ENSG00000183580
CS202210140_331	Mmb_330	ensembl:ENSG00000283453|ensembl:ENSG00000164093|ensembl:ENSG00000162631
CS202210140_332	Mmb_331	ensembl:ENSG00000285744|ensembl:ENSG00000164093|ensembl:ENSG00000075223
CS202210140_333	Mmb_332	ensembl:ENSG00000112246|ensembl:ENSG00000170324|ensembl:ENSG00000119547|ensembl:ENSG00000128641
CS202210140_334	Mmb_333	ensembl:ENSG00000112246|ensembl:ENSG00000135218|ensembl:ENSG00000049323
CS202210140_335	Splat_334	ensembl:ENSG00000167414|ensembl:ENSG00000152192
CS202210140_336	Splat_335	ensembl:ENSG00000215357|ensembl:ENSG00000286147
CS202210140_337	Splat_336	ensembl:ENSG00000168143|ensembl:ENSG00000169856
CS202210140_338	Splat_337	ensembl:ENSG00000169856|ensembl:ENSG00000178722|ensembl:ENSG00000163377
CS202210140_339	Splat_338	ensembl:ENSG00000128652|ensembl:ENSG00000170820|ensembl:ENSG00000271945
CS202210140_340	Splat_339	ensembl:ENSG00000165970|ensembl:ENSG00000232046|ensembl:ENSG00000143995
CS202210140_341	Splat_340	ensembl:ENSG00000169856|ensembl:ENSG00000143355|ensembl:ENSG00000232046
CS202210140_342	Splat_341	ensembl:ENSG00000230426|ensembl:ENSG00000221818|ensembl:ENSG00000108001
CS202210140_343	Splat_342	ensembl:ENSG00000230426|ensembl:ENSG00000257986
CS202210140_344	Splat_343	ensembl:ENSG00000130940|ensembl:ENSG00000221818|ensembl:ENSG00000120093
CS202210140_345	Splat_344	ensembl:ENSG00000233005|ensembl:ENSG00000108001|ensembl:ENSG00000107099
CS202210140_346	Splat_345	ensembl:ENSG00000136944|ensembl:ENSG00000286458|ensembl:ENSG00000120093
CS202210140_347	Splat_346	ensembl:ENSG00000137809|ensembl:ENSG00000136944
CS202210140_348	Splat_347	ensembl:ENSG00000075891|ensembl:ENSG00000120093|ensembl:ENSG00000108001
CS202210140_349	Splat_348	ensembl:ENSG00000128652|ensembl:ENSG00000256463
CS202210140_350	Splat_349	ensembl:ENSG00000128652|ensembl:ENSG00000233611|ensembl:ENSG00000157570
CS202210140_351	Splat_350	ensembl:ENSG00000165970|ensembl:ENSG00000118271|ensembl:ENSG00000178031|ensembl:ENSG00000147246
CS202210140_352	Splat_351	ensembl:ENSG00000259974|ensembl:ENSG00000248550
CS202210140_353	Splat_352	ensembl:ENSG00000239513|ensembl:ENSG00000273706|ensembl:ENSG00000108001|ensembl:ENSG00000107485
CS202210140_354	Splat_353	ensembl:ENSG00000164120|ensembl:ENSG00000107485|ensembl:ENSG00000253693
CS202210140_355	Splat_354	ensembl:ENSG00000273706|ensembl:ENSG00000287159|ensembl:ENSG00000148737
CS202210140_356	Splat_355	ensembl:ENSG00000232712|ensembl:ENSG00000107485|ensembl:ENSG00000251003|ensembl:ENSG00000072657
CS202210140_357	Splat_356	ensembl:ENSG00000107485|ensembl:ENSG00000253693|ensembl:ENSG00000228956
CS202210140_358	Splat_357	ensembl:ENSG00000170370|ensembl:ENSG00000008196|ensembl:ENSG00000138795
CS202210140_359	Splat_358	ensembl:ENSG00000008196|ensembl:ENSG00000107485|ensembl:ENSG00000171189|ensembl:ENSG00000140836|ensembl:ENSG00000183662
CS202210140_360	Splat_359	ensembl:ENSG00000008196|ensembl:ENSG00000248550|ensembl:ENSG00000138795
CS202210140_361	Splat_360	ensembl:ENSG00000165588|ensembl:ENSG00000138795|ensembl:ENSG00000138653
CS202210140_362	Splat_361	ensembl:ENSG00000107485|ensembl:ENSG00000138083|ensembl:ENSG00000006128
CS202210140_363	Splat_362	ensembl:ENSG00000046889|ensembl:ENSG00000152894|ensembl:ENSG00000168843|ensembl:ENSG00000187398
CS202210140_364	Splat_363	ensembl:ENSG00000221818|ensembl:ENSG00000148488|ensembl:ENSG00000247809
CS202210140_365	Splat_364	ensembl:ENSG00000008197|ensembl:ENSG00000138653|ensembl:ENSG00000241956
CS202210140_366	Splat_365	ensembl:ENSG00000147246|ensembl:ENSG00000140836|ensembl:ENSG00000134138|ensembl:ENSG00000087460|ensembl:ENSG00000198668|ensembl:ENSG00000018236
CS202210140_367	Splat_366	ensembl:ENSG00000108001|ensembl:ENSG00000150361|ensembl:ENSG00000276644|ensembl:ENSG00000148737
CS202210140_368	Splat_367	ensembl:ENSG00000006128|ensembl:ENSG00000113494|ensembl:ENSG00000148737
CS202210140_369	Splat_368	ensembl:ENSG00000108001|ensembl:ENSG00000164330|ensembl:ENSG00000148737|ensembl:ENSG00000224078
CS202210140_370	Splat_369	ensembl:ENSG00000008196|ensembl:ENSG00000143355|ensembl:ENSG00000271774
CS202210140_371	Splat_370	ensembl:ENSG00000221818|ensembl:ENSG00000139292|ensembl:ENSG00000108001|ensembl:ENSG00000138795
CS202210140_372	Splat_371	ensembl:ENSG00000165078|ensembl:ENSG00000187258|ensembl:ENSG00000173068
CS202210140_373	Thex_372	ensembl:ENSG00000177138|ensembl:ENSG00000144407|ensembl:ENSG00000187147|ensembl:ENSG00000148737
CS202210140_374	Splat_373	ensembl:ENSG00000168779|ensembl:ENSG00000170962|ensembl:ENSG00000106689|ensembl:ENSG00000148737
CS202210140_375	Splat_374	ensembl:ENSG00000008196|ensembl:ENSG00000162761
CS202210140_376	Splat_375	ensembl:ENSG00000152192|ensembl:ENSG00000245694|ensembl:ENSG00000141668
CS202210140_377	Splat_376	ensembl:ENSG00000279249|ensembl:ENSG00000140836
CS202210140_378	Splat_377	ensembl:ENSG00000273706|ensembl:ENSG00000162595|ensembl:ENSG00000043355
CS202210140_379	Splat_378	ensembl:ENSG00000169856|ensembl:ENSG00000016082
CS202210140_380	Splat_379	ensembl:ENSG00000171540|ensembl:ENSG00000165970|ensembl:ENSG00000221818
CS202210140_381	Splat_380	ensembl:ENSG00000165970|ensembl:ENSG00000108001|ensembl:ENSG00000144227|ensembl:ENSG00000147246
CS202210140_382	Splat_381	ensembl:ENSG00000171540|ensembl:ENSG00000221818|ensembl:ENSG00000164330
CS202210140_383	Splat_382	ensembl:ENSG00000157005|ensembl:ENSG00000146374|ensembl:ENSG00000148737
CS202210140_384	Splat_383	ensembl:ENSG00000221818|ensembl:ENSG00000162761|ensembl:ENSG00000164093
CS202210140_385	Splat_384	ensembl:ENSG00000107736|ensembl:ENSG00000164093|ensembl:ENSG00000162761
CS202210140_386	Splat_385	ensembl:ENSG00000169083|ensembl:ENSG00000162761
CS202210140_387	Splat_386	ensembl:ENSG00000169836|ensembl:ENSG00000120093|ensembl:ENSG00000153234
CS202210140_388	Splat_387	ensembl:ENSG00000196092|ensembl:ENSG00000221818
CS202210140_389	Splat_388	ensembl:ENSG00000232046|ensembl:ENSG00000101680|ensembl:ENSG00000056291
CS202210140_390	Splat_389	ensembl:ENSG00000107485|ensembl:ENSG00000276644|ensembl:ENSG00000182263
CS202210140_391	Splat_390	ensembl:ENSG00000106536|ensembl:ENSG00000152977|ensembl:ENSG00000021645|ensembl:ENSG00000224078
CS202210140_392	Splat_391	ensembl:ENSG00000170962|ensembl:ENSG00000147488|ensembl:ENSG00000253693|ensembl:ENSG00000241956|ensembl:ENSG00000154162
CS202210140_393	Splat_392	ensembl:ENSG00000070193|ensembl:ENSG00000106852
CS202210140_394	Splat_393	ensembl:ENSG00000016082|ensembl:ENSG00000138083|ensembl:ENSG00000187147
CS202210140_395	Splat_394	ensembl:ENSG00000232046|ensembl:ENSG00000143355|ensembl:ENSG00000168743
CS202210140_396	Splat_395	ensembl:ENSG00000142319
CS202210140_397	Splat_396	ensembl:ENSG00000136944|ensembl:ENSG00000107485|ensembl:ENSG00000153993
CS202210140_398	Splat_397	ensembl:ENSG00000108576|ensembl:ENSG00000139287
CS202210140_399	Splat_398	ensembl:ENSG00000109132|ensembl:ENSG00000245694
CS202210140_400	Splat_399	ensembl:ENSG00000008196|ensembl:ENSG00000187147|ensembl:ENSG00000134138
CS202210140_401	Splat_400	ensembl:ENSG00000162624|ensembl:ENSG00000115665
CS202210140_402	Misc_401	ensembl:ENSG00000176887|ensembl:ENSG00000183287|ensembl:ENSG00000247809
CS202210140_403	Splat_402	ensembl:ENSG00000152936|ensembl:ENSG00000157005|ensembl:ENSG00000286021
CS202210140_404	Splat_403	ensembl:ENSG00000165694|ensembl:ENSG00000183570
CS202210140_405	Misc_404	ensembl:ENSG00000257986|ensembl:ENSG00000228358|ensembl:ENSG00000229618
CS202210140_406	Amex_405	ensembl:ENSG00000171509|ensembl:ENSG00000138653|ensembl:ENSG00000113494|ensembl:ENSG00000134138|ensembl:ENSG00000140945
CS202210140_407	Amex_406	ensembl:ENSG00000133105|ensembl:ENSG00000164326|ensembl:ENSG00000118308
CS202210140_408	Amex_407	ensembl:ENSG00000116183|ensembl:ENSG00000143355
CS202210140_409	Amex_408	ensembl:ENSG00000163508|ensembl:ENSG00000172987|ensembl:ENSG00000189056
CS202210140_410	Splat_409	ensembl:ENSG00000112164|ensembl:ENSG00000166863|ensembl:ENSG00000147488
CS202210140_411	Splat_410	ensembl:ENSG00000101200
CS202210140_412	Splat_411	ensembl:ENSG00000106341|ensembl:ENSG00000198963|ensembl:ENSG00000172572
CS202210140_413	Splat_412	ensembl:ENSG00000016082|ensembl:ENSG00000283098|ensembl:ENSG00000138795
CS202210140_414	Splat_413	ensembl:ENSG00000112246|ensembl:ENSG00000164093|ensembl:ENSG00000241956
CS202210140_415	Splat_414	ensembl:ENSG00000171540|ensembl:ENSG00000112246|ensembl:ENSG00000283098
CS202210140_416	Splat_415	ensembl:ENSG00000242265|ensembl:ENSG00000087460
CS202210140_417	Splat_416	ensembl:ENSG00000188620|ensembl:ENSG00000016082|ensembl:ENSG00000162595
CS202210140_418	Splat_417	ensembl:ENSG00000185559|ensembl:ENSG00000171540|ensembl:ENSG00000016082
CS202210140_419	Splat_418	ensembl:ENSG00000128610|ensembl:ENSG00000283098
CS202210140_420	Amex_419	ensembl:ENSG00000183873|ensembl:ENSG00000227835|ensembl:ENSG00000144407|ensembl:ENSG00000251293|ensembl:ENSG00000247809
CS202210140_421	Splat_420	ensembl:ENSG00000171540|ensembl:ENSG00000152977|ensembl:ENSG00000251293
CS202210140_422	Splat_421	ensembl:ENSG00000091831|ensembl:ENSG00000152953
CS202210140_423	Splat_422	ensembl:ENSG00000125355|ensembl:ENSG00000106852|ensembl:ENSG00000242265|ensembl:ENSG00000185736
CS202210140_424	Splat_423	ensembl:ENSG00000117707|ensembl:ENSG00000110693|ensembl:ENSG00000182463
CS202210140_425	Splat_424	ensembl:ENSG00000137869|ensembl:ENSG00000106852|ensembl:ENSG00000185551|ensembl:ENSG00000184828
CS202210140_426	Splat_425	ensembl:ENSG00000091831|ensembl:ENSG00000106852|ensembl:ENSG00000247809|ensembl:ENSG00000228956
CS202210140_427	EMSN_426	ensembl:ENSG00000287092|ensembl:ENSG00000143995|ensembl:ENSG00000179981
CS202210140_428	MSN_427	ensembl:ENSG00000016082|ensembl:ENSG00000163285|ensembl:ENSG00000251293
CS202210140_429	Splat_428	ensembl:ENSG00000150893|ensembl:ENSG00000152953|ensembl:ENSG00000243620
CS202210140_430	Splat_429	ensembl:ENSG00000150893|ensembl:ENSG00000142611|ensembl:ENSG00000167306
CS202210140_431	MSN_430	ensembl:ENSG00000181195|ensembl:ENSG00000163285
CS202210140_432	Splat_431	ensembl:ENSG00000082175|ensembl:ENSG00000135111
CS202210140_433	Splat_432	ensembl:ENSG00000140287
CS202210140_434	Midi_433	ensembl:ENSG00000248550|ensembl:ENSG00000164099|ensembl:ENSG00000164161|ensembl:ENSG00000189056
CS202210140_435	Midi_434	ensembl:ENSG00000205279|ensembl:ENSG00000163273|ensembl:ENSG00000197085
CS202210140_436	Midi_435	ensembl:ENSG00000187258|ensembl:ENSG00000069018|ensembl:ENSG00000049323|ensembl:ENSG00000247809
CS202210140_437	Midi_436	ensembl:ENSG00000143341|ensembl:ENSG00000248550|ensembl:ENSG00000138696
CS202210140_438	Midi_437	ensembl:ENSG00000282142|ensembl:ENSG00000248550|ensembl:ENSG00000138696|ensembl:ENSG00000198963
CS202210140_439	Midi_438	ensembl:ENSG00000233491|ensembl:ENSG00000187258|ensembl:ENSG00000163273
CS202210140_440	Midi_439	ensembl:ENSG00000248550|ensembl:ENSG00000254101|ensembl:ENSG00000164099|ensembl:ENSG00000075223
CS202210140_441	Midi_440	ensembl:ENSG00000071909|ensembl:ENSG00000248550|ensembl:ENSG00000254101
CS202210140_442	Midi_441	ensembl:ENSG00000071909|ensembl:ENSG00000152527|ensembl:ENSG00000245694
CS202210140_443	Midi_442	ensembl:ENSG00000106025|ensembl:ENSG00000036828|ensembl:ENSG00000187258
CS202210140_444	Midi_443	ensembl:ENSG00000143494|ensembl:ENSG00000163273|ensembl:ENSG00000256422|ensembl:ENSG00000248550
CS202210140_445	Midi_444	ensembl:ENSG00000152527|ensembl:ENSG00000248550|ensembl:ENSG00000256422|ensembl:ENSG00000075223|ensembl:ENSG00000143858
CS202210140_446	Thex_445	ensembl:ENSG00000271945|ensembl:ENSG00000091436|ensembl:ENSG00000183960
CS202210140_447	Thex_446	ensembl:ENSG00000214866|ensembl:ENSG00000271945
CS202210140_448	Thex_447	ensembl:ENSG00000236532|ensembl:ENSG00000148488|ensembl:ENSG00000163513|ensembl:ENSG00000183960
CS202210140_449	Thex_448	ensembl:ENSG00000104419|ensembl:ENSG00000006468
CS202210140_450	Thex_449	ensembl:ENSG00000118729|ensembl:ENSG00000133636|ensembl:ENSG00000136160
CS202210140_451	Thex_450	ensembl:ENSG00000118729|ensembl:ENSG00000237844|ensembl:ENSG00000151388
CS202210140_452	Thex_451	ensembl:ENSG00000118729|ensembl:ENSG00000237844|ensembl:ENSG00000150637
CS202210140_453	Thex_452	ensembl:ENSG00000078596|ensembl:ENSG00000172987|ensembl:ENSG00000100362
CS202210140_454	Thex_453	ensembl:ENSG00000164326|ensembl:ENSG00000143333|ensembl:ENSG00000168081
CS202210140_455	Thex_454	ensembl:ENSG00000286153|ensembl:ENSG00000163377
CS202210140_456	Thex_455	ensembl:ENSG00000253819|ensembl:ENSG00000170820
CS202210140_457	Thex_456	ensembl:ENSG00000258859|ensembl:ENSG00000148488|ensembl:ENSG00000153162|ensembl:ENSG00000148737
CS202210140_458	Thex_457	ensembl:ENSG00000230426|ensembl:ENSG00000143340
CS202210140_459	Thex_458	ensembl:ENSG00000133636|ensembl:ENSG00000143333|ensembl:ENSG00000228262
CS202210140_460	Thex_459	ensembl:ENSG00000184564|ensembl:ENSG00000005059|ensembl:ENSG00000187147
CS202210140_461	Thex_460	ensembl:ENSG00000176399|ensembl:ENSG00000234840
