defined_class	Marker_set_of	Minimal_markers	Brain_region_abbv	Species_abbv	Brain_region	Parent	FBeta_confidence_score
http://purl.obolibrary.org/obo/PCL_0052788	CGE_287	ensembl:ENSG00000112319|ensembl:ENSG00000133392|ensembl:ENSG00000173157	Hsap	Human	HBA:4005	SO:0001260	0.5818181818181818
http://purl.obolibrary.org/obo/PCL_0052789	CGE_288	ensembl:ENSG00000104267|ensembl:ENSG00000145824|ensembl:ENSG00000147571|ensembl:ENSG00000169071	Hsap	Human	HBA:4005	SO:0001260	0.5948795180722891
http://purl.obolibrary.org/obo/PCL_0052790	CGE_289	ensembl:ENSG00000166863|ensembl:ENSG00000234083|ensembl:ENSG00000237838	Hsap	Human	HBA:4005	SO:0001260	0.5638424821002387
http://purl.obolibrary.org/obo/PCL_0052791	CGE_290	ensembl:ENSG00000102755|ensembl:ENSG00000146469|ensembl:ENSG00000181072	Hsap	Human	HBA:4005	SO:0001260	0.5443548387096775
http://purl.obolibrary.org/obo/PCL_0052792	CGE_291	ensembl:ENSG00000113389|ensembl:ENSG00000151617|ensembl:ENSG00000227579	Hsap	Human	HBA:4005	SO:0001260	0.5255681818181819
http://purl.obolibrary.org/obo/PCL_0052793	CGE_292	ensembl:ENSG00000113389|ensembl:ENSG00000147571|ensembl:ENSG00000150722|ensembl:ENSG00000286778	Hsap	Human	HBA:4005	SO:0001260	0.4082914572864321
http://purl.obolibrary.org/obo/PCL_0052794	CGE_293	ensembl:ENSG00000145703|ensembl:ENSG00000153976|ensembl:ENSG00000286778	Hsap	Human	HBA:4005	SO:0001260	0.4869791666666666
http://purl.obolibrary.org/obo/PCL_0052795	CGE_294	ensembl:ENSG00000146469|ensembl:ENSG00000154175	Hsap	Human	HBA:4005	SO:0001260	0.5585106382978723
http://purl.obolibrary.org/obo/PCL_0052796	CGE_295	ensembl:ENSG00000143171|ensembl:ENSG00000146469|ensembl:ENSG00000147571|ensembl:ENSG00000286778	Hsap	Human	HBA:4005	SO:0001260	0.43934240362811794
http://purl.obolibrary.org/obo/PCL_0052797	CGE_296	ensembl:ENSG00000145824|ensembl:ENSG00000166863|ensembl:ENSG00000170293|ensembl:ENSG00000187123	Hsap	Human	HBA:4005	SO:0001260	0.5958230958230958
http://purl.obolibrary.org/obo/PCL_0052799	CBI_298	ensembl:ENSG00000038427|ensembl:ENSG00000165970|ensembl:ENSG00000189056	Hsap	Human	HBA:4005	SO:0001260	0.6238273921200751
http://purl.obolibrary.org/obo/PCL_0052800	CBI_299	ensembl:ENSG00000073792|ensembl:ENSG00000164694|ensembl:ENSG00000165970	Hsap	Human	HBA:4005	SO:0001260	0.6134969325153373
http://purl.obolibrary.org/obo/PCL_0052801	CBI_300	ensembl:ENSG00000088836|ensembl:ENSG00000173376	Hsap	Human	HBA:4005	SO:0001260	0.5392156862745098
http://purl.obolibrary.org/obo/PCL_0052802	CBI_301	ensembl:ENSG00000006747|ensembl:ENSG00000124782|ensembl:ENSG00000165970	Hsap	Human	HBA:4005	SO:0001260	0.46875000000000006
http://purl.obolibrary.org/obo/PCL_0052803	CBI_302	ensembl:ENSG00000166569|ensembl:ENSG00000287963	Hsap	Human	HBA:4005	SO:0001260	0.8756038647342996
http://purl.obolibrary.org/obo/PCL_0052804	CBI_303	ensembl:ENSG00000187123|ensembl:ENSG00000287963	Hsap	Human	HBA:4005	SO:0001260	0.6717850287907869
http://purl.obolibrary.org/obo/PCL_0052805	CBI_304	ensembl:ENSG00000079689|ensembl:ENSG00000285424	Hsap	Human	HBA:4005	SO:0001260	0.4984894259818731
http://purl.obolibrary.org/obo/PCL_0052806	CBI_305	ensembl:ENSG00000008196|ensembl:ENSG00000065320|ensembl:ENSG00000138696|ensembl:ENSG00000256422	Hsap	Human	HBA:4005	SO:0001260	0.532994923857868
http://purl.obolibrary.org/obo/PCL_0052807	CBI_306	ensembl:ENSG00000079689|ensembl:ENSG00000152894|ensembl:ENSG00000183654	Hsap	Human	HBA:4005	SO:0001260	0.30904522613065327
http://purl.obolibrary.org/obo/PCL_0052808	CBI_307	ensembl:ENSG00000038427|ensembl:ENSG00000079689|ensembl:ENSG00000122584|ensembl:ENSG00000256422	Hsap	Human	HBA:4005	SO:0001260	0.6974921630094044
http://purl.obolibrary.org/obo/PCL_0052824	Mmb_323	ensembl:ENSG00000006128|ensembl:ENSG00000228714|ensembl:ENSG00000283453	Hsap	Human	HBA:4005	SO:0001260	0.24085365853658533
http://purl.obolibrary.org/obo/PCL_0052825	Mmb_324	ensembl:ENSG00000006128|ensembl:ENSG00000203506|ensembl:ENSG00000231674	Hsap	Human	HBA:4005	SO:0001260	0.3999042145593869
http://purl.obolibrary.org/obo/PCL_0052826	Mmb_325	ensembl:ENSG00000170820|ensembl:ENSG00000231674|ensembl:ENSG00000282890|ensembl:ENSG00000283453	Hsap	Human	HBA:4005	SO:0001260	0.6134259259259259
http://purl.obolibrary.org/obo/PCL_0052827	Mmb_326	ensembl:ENSG00000112246|ensembl:ENSG00000145708|ensembl:ENSG00000164093|ensembl:ENSG00000283453	Hsap	Human	HBA:4005	SO:0001260	0.46287128712871284
http://purl.obolibrary.org/obo/PCL_0052828	Mmb_327	ensembl:ENSG00000163377|ensembl:ENSG00000231674|ensembl:ENSG00000283453	Hsap	Human	HBA:4005	SO:0001260	0.3296344647519582
http://purl.obolibrary.org/obo/PCL_0052829	Mmb_328	ensembl:ENSG00000197826|ensembl:ENSG00000231674	Hsap	Human	HBA:4005	SO:0001260	0.164708886618999
http://purl.obolibrary.org/obo/PCL_0052830	Mmb_329	ensembl:ENSG00000112246|ensembl:ENSG00000113494|ensembl:ENSG00000183580|ensembl:ENSG00000250974	Hsap	Human	HBA:4005	SO:0001260	0.39529914529914517
http://purl.obolibrary.org/obo/PCL_0052831	Mmb_330	ensembl:ENSG00000162631|ensembl:ENSG00000164093|ensembl:ENSG00000283453	Hsap	Human	HBA:4005	SO:0001260	0.4406946264744429
http://purl.obolibrary.org/obo/PCL_0052832	Mmb_331	ensembl:ENSG00000075223|ensembl:ENSG00000164093|ensembl:ENSG00000285744	Hsap	Human	HBA:4005	SO:0001260	0.3206997084548105
http://purl.obolibrary.org/obo/PCL_0052833	Mmb_332	ensembl:ENSG00000112246|ensembl:ENSG00000119547|ensembl:ENSG00000128641|ensembl:ENSG00000170324	Hsap	Human	HBA:4005	SO:0001260	0.3832236842105263
http://purl.obolibrary.org/obo/PCL_0052834	Mmb_333	ensembl:ENSG00000049323|ensembl:ENSG00000112246|ensembl:ENSG00000135218	Hsap	Human	HBA:4005	SO:0001260	0.5555555555555556
http://purl.obolibrary.org/obo/PCL_0052873	Thex_372	ensembl:ENSG00000144407|ensembl:ENSG00000148737|ensembl:ENSG00000177138|ensembl:ENSG00000187147	Hsap	Human	HBA:4005	SO:0001260	0.39033457249070636
http://purl.obolibrary.org/obo/PCL_0052906	Amex_405	ensembl:ENSG00000113494|ensembl:ENSG00000134138|ensembl:ENSG00000138653|ensembl:ENSG00000140945|ensembl:ENSG00000171509	Hsap	Human	HBA:4005	SO:0001260	0.4583333333333333
http://purl.obolibrary.org/obo/PCL_0052907	Amex_406	ensembl:ENSG00000118308|ensembl:ENSG00000133105|ensembl:ENSG00000164326	Hsap	Human	HBA:4005	SO:0001260	0.5849056603773585
http://purl.obolibrary.org/obo/PCL_0052908	Amex_407	ensembl:ENSG00000116183|ensembl:ENSG00000143355	Hsap	Human	HBA:4005	SO:0001260	0.5271739130434783
http://purl.obolibrary.org/obo/PCL_0052909	Amex_408	ensembl:ENSG00000163508|ensembl:ENSG00000172987|ensembl:ENSG00000189056	Hsap	Human	HBA:4005	SO:0001260	0.8053691275167786
http://purl.obolibrary.org/obo/PCL_0052920	Amex_419	ensembl:ENSG00000144407|ensembl:ENSG00000183873|ensembl:ENSG00000227835|ensembl:ENSG00000247809|ensembl:ENSG00000251293	Hsap	Human	HBA:4005	SO:0001260	0.3047091412742382
http://purl.obolibrary.org/obo/PCL_0052927	EMSN_426	ensembl:ENSG00000143995|ensembl:ENSG00000179981|ensembl:ENSG00000287092	Hsap	Human	HBA:4005	SO:0001260	0.1997041420118343
http://purl.obolibrary.org/obo/PCL_0052928	MSN_427	ensembl:ENSG00000016082|ensembl:ENSG00000163285|ensembl:ENSG00000251293	Hsap	Human	HBA:4005	SO:0001260	0.3746056782334385
http://purl.obolibrary.org/obo/PCL_0052931	MSN_430	ensembl:ENSG00000163285|ensembl:ENSG00000181195	Hsap	Human	HBA:4005	SO:0001260	0.5958333333333333
http://purl.obolibrary.org/obo/PCL_0052934	Midi_433	ensembl:ENSG00000164099|ensembl:ENSG00000164161|ensembl:ENSG00000189056|ensembl:ENSG00000248550	Hsap	Human	HBA:4005	SO:0001260	0.5471014492753624
http://purl.obolibrary.org/obo/PCL_0052935	Midi_434	ensembl:ENSG00000163273|ensembl:ENSG00000197085|ensembl:ENSG00000205279	Hsap	Human	HBA:4005	SO:0001260	0.37832929782082325
http://purl.obolibrary.org/obo/PCL_0052936	Midi_435	ensembl:ENSG00000049323|ensembl:ENSG00000069018|ensembl:ENSG00000187258|ensembl:ENSG00000247809	Hsap	Human	HBA:4005	SO:0001260	0.43778801843317977
http://purl.obolibrary.org/obo/PCL_0052937	Midi_436	ensembl:ENSG00000138696|ensembl:ENSG00000143341|ensembl:ENSG00000248550	Hsap	Human	HBA:4005	SO:0001260	0.4306102362204725
http://purl.obolibrary.org/obo/PCL_0052938	Midi_437	ensembl:ENSG00000138696|ensembl:ENSG00000198963|ensembl:ENSG00000248550|ensembl:ENSG00000282142	Hsap	Human	HBA:4005	SO:0001260	0.41502946954813363
http://purl.obolibrary.org/obo/PCL_0052939	Midi_438	ensembl:ENSG00000163273|ensembl:ENSG00000187258|ensembl:ENSG00000233491	Hsap	Human	HBA:4005	SO:0001260	0.22417153996101363
http://purl.obolibrary.org/obo/PCL_0052940	Midi_439	ensembl:ENSG00000075223|ensembl:ENSG00000164099|ensembl:ENSG00000248550|ensembl:ENSG00000254101	Hsap	Human	HBA:4005	SO:0001260	0.28096330275229353
http://purl.obolibrary.org/obo/PCL_0052941	Midi_440	ensembl:ENSG00000071909|ensembl:ENSG00000248550|ensembl:ENSG00000254101	Hsap	Human	HBA:4005	SO:0001260	0.46944858420268254
http://purl.obolibrary.org/obo/PCL_0052942	Midi_441	ensembl:ENSG00000071909|ensembl:ENSG00000152527|ensembl:ENSG00000245694	Hsap	Human	HBA:4005	SO:0001260	0.3452685421994885
http://purl.obolibrary.org/obo/PCL_0052943	Midi_442	ensembl:ENSG00000036828|ensembl:ENSG00000106025|ensembl:ENSG00000187258	Hsap	Human	HBA:4005	SO:0001260	0.32174556213017746
http://purl.obolibrary.org/obo/PCL_0052944	Midi_443	ensembl:ENSG00000143494|ensembl:ENSG00000163273|ensembl:ENSG00000248550|ensembl:ENSG00000256422	Hsap	Human	HBA:4005	SO:0001260	0.34463894967177244
http://purl.obolibrary.org/obo/PCL_0052945	Midi_444	ensembl:ENSG00000075223|ensembl:ENSG00000143858|ensembl:ENSG00000152527|ensembl:ENSG00000248550|ensembl:ENSG00000256422	Hsap	Human	HBA:4005	SO:0001260	0.3513681592039802
http://purl.obolibrary.org/obo/PCL_0052946	Thex_445	ensembl:ENSG00000091436|ensembl:ENSG00000183960|ensembl:ENSG00000271945	Hsap	Human	HBA:4005	SO:0001260	0.6366459627329193
http://purl.obolibrary.org/obo/PCL_0052947	Thex_446	ensembl:ENSG00000214866|ensembl:ENSG00000271945	Hsap	Human	HBA:4005	SO:0001260	0.6045611015490534
http://purl.obolibrary.org/obo/PCL_0052948	Thex_447	ensembl:ENSG00000148488|ensembl:ENSG00000163513|ensembl:ENSG00000183960|ensembl:ENSG00000236532	Hsap	Human	HBA:4005	SO:0001260	0.43750000000000006
http://purl.obolibrary.org/obo/PCL_0052949	Thex_448	ensembl:ENSG00000006468|ensembl:ENSG00000104419	Hsap	Human	HBA:4005	SO:0001260	0.44318181818181823
http://purl.obolibrary.org/obo/PCL_0052950	Thex_449	ensembl:ENSG00000118729|ensembl:ENSG00000133636|ensembl:ENSG00000136160	Hsap	Human	HBA:4005	SO:0001260	0.3035287081339713
http://purl.obolibrary.org/obo/PCL_0052951	Thex_450	ensembl:ENSG00000118729|ensembl:ENSG00000151388|ensembl:ENSG00000237844	Hsap	Human	HBA:4005	SO:0001260	0.6126644736842105
http://purl.obolibrary.org/obo/PCL_0052952	Thex_451	ensembl:ENSG00000118729|ensembl:ENSG00000150637|ensembl:ENSG00000237844	Hsap	Human	HBA:4005	SO:0001260	0.4761904761904762
http://purl.obolibrary.org/obo/PCL_0052953	Thex_452	ensembl:ENSG00000078596|ensembl:ENSG00000100362|ensembl:ENSG00000172987	Hsap	Human	HBA:4005	SO:0001260	0.5675487465181058
http://purl.obolibrary.org/obo/PCL_0052954	Thex_453	ensembl:ENSG00000143333|ensembl:ENSG00000164326|ensembl:ENSG00000168081	Hsap	Human	HBA:4005	SO:0001260	0.5782312925170068
http://purl.obolibrary.org/obo/PCL_0052955	Thex_454	ensembl:ENSG00000163377|ensembl:ENSG00000286153	Hsap	Human	HBA:4005	SO:0001260	0.5189530685920578
http://purl.obolibrary.org/obo/PCL_0052956	Thex_455	ensembl:ENSG00000170820|ensembl:ENSG00000253819	Hsap	Human	HBA:4005	SO:0001260	0.6350053361792957
http://purl.obolibrary.org/obo/PCL_0052957	Thex_456	ensembl:ENSG00000148488|ensembl:ENSG00000148737|ensembl:ENSG00000153162|ensembl:ENSG00000258859	Hsap	Human	HBA:4005	SO:0001260	0.6485507246376813
http://purl.obolibrary.org/obo/PCL_0052958	Thex_457	ensembl:ENSG00000143340|ensembl:ENSG00000230426	Hsap	Human	HBA:4005	SO:0001260	0.6696428571428572
http://purl.obolibrary.org/obo/PCL_0052959	Thex_458	ensembl:ENSG00000133636|ensembl:ENSG00000143333|ensembl:ENSG00000228262	Hsap	Human	HBA:4005	SO:0001260	0.5993690851735015
http://purl.obolibrary.org/obo/PCL_0052960	Thex_459	ensembl:ENSG00000005059|ensembl:ENSG00000184564|ensembl:ENSG00000187147	Hsap	Human	HBA:4005	SO:0001260	0.44251824817518254
http://purl.obolibrary.org/obo/PCL_0052961	Thex_460	ensembl:ENSG00000176399|ensembl:ENSG00000234840	Hsap	Human	HBA:4005	SO:0001260	0.6226053639846743
